id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,true,0.4244675270666618,0.8048935870283505,12,0.9659583634221918,false,4,9,0.7963170580468493,0.7769818234603184,10,10,70,50,null
n1,true,0.35720119424820107,0.519047779417878,13,0.008111829766405954,false,1,2,0.17352195970467532,0.670775690147658,10,10,70,50,null
n2,true,0.9868330113655392,0.6268194097800004,10,0.5025061508145933,false,50,1,0.23268245890968386,0.7240428060124743,10,10,70,50,null
n3,true,0.22895149921699348,0.7755166169995045,11,0.7737032386857656,false,0,0,0.3588579523188198,0.4664115591149921,10,10,70,50,null
n5,true,0.9857484778753234,0.7476859771693316,0,0.3987233420533461,false,50,2,0.7077965198574373,0.6508740286497893,10,10,70,50,null
n6,true,0.978606734696723,0.5885149428041574,11,0.34230426976595785,false,51,3,0.8116020228493279,0.6046250506620342,10,10,70,50,null
n9,true,0.195285979050148,0.6739881906058938,12,0.6832295244302028,false,0,0,0.46575685228590125,0.33854259768191364,10,10,70,50,null
n11,true,0.989586068501482,0.8413961569405612,15,0.2724290110890689,false,50,1,0.6639147078587191,0.9889002267152889,10,10,70,50,null
n12,false,0.9991525323910793,0.624238018939016,0,0.6798377264567352,false,50,1,0.6119654139639013,0.5865176567840084,10,10,70,50,null
n20,false,0.996983965106987,0.43600013130998216,0,0.4550584778738077,false,50,0,0.22027921643633758,0.6577816701293755,10,10,70,50,null
n22,true,0.5592215212119424,0.6902773519117392,11,0.8330287977122057,false,2,4,0.9578606959696045,0.7849078460667989,10,10,70,50,null
n24,false,0.9953779809902333,0.5475580944149882,0,0.19736310298749277,false,0,0,0.9601810236686197,0.46925946383421563,10,10,70,50,null
n25,true,0.9659928443324066,0.558013752771446,10,0.7982772164328484,false,52,6,0.07559074932623389,0.33265812087089736,10,10,70,50,null
n26,false,0.9968297471712597,0.4851616628602162,0,0.539348358734874,false,0,0,0.08074692238747427,0.07058027974201853,10,10,70,50,null
n31,true,0.45153933068282187,0.7757166706362897,15,0.2437433689880963,false,1,3,0.5041160896036005,0.5428979697133567,10,10,70,50,null
n32,true,0.28262118818453386,0.507568863187055,8,0.5829997081900933,false,0,0,0.19692602444620044,0.25933033090387714,10,10,70,50,null
n35,false,0.9982908015126457,0.6177142081381164,0,0.2890487195794597,false,50,0,0.4513345754662655,0.38075525373440855,10,10,70,50,null
n37,true,0.940797560061734,0.5443278533969915,9,0.0889149256496411,false,0,0,0.5488419554677737,0.8185280675824769,10,10,70,50,null
n38,true,0.9881590003440089,0.7812381761504582,18,0.7555210994699607,false,0,1,0.2577715887100114,0.48856837658891417,10,10,70,50,null
n42,true,0.9868271844108699,0.9056154507236179,0,0.21897208924158063,false,50,3,0.49083530076650916,0.46197034014234306,10,10,70,50,null
n44,true,0.9888809672706752,0.5634737511665738,15,0.2298675133068634,false,50,2,0.9959202529400959,0.7977114794344456,10,10,70,50,null
n45,true,0.36040804798277787,0.8158335003609818,13,0.6052340532947335,false,0,1,0.5254008320162467,0.7386544995747604,10,10,70,50,null
n46,true,0.3982499400657114,0.5609933423730876,17,0.23598612530102347,false,0,1,0.6947466472267523,0.8181528391117379,10,10,70,50,null
n49,false,0.9967307525591695,0.8582767131699428,0,0.387908595188589,false,52,4,0.38876139195163834,0.6630343469006335,10,10,70,50,null
n57,true,0.9680815801905938,0.7423555227390632,16,0.6663702533048503,false,52,5,0.7932262461780701,0.9408740575508506,10,10,70,50,null
n63,true,0.9899507393778529,0.6630576347691055,13,0.7408859926252004,false,0,1,0.1362804675850851,0.4660940186423943,10,10,70,50,null
n64,false,0.9970010734651132,0.3101014864418589,0,0.3156262029218877,false,51,2,0.44846320750851565,0.4386219086346942,10,10,70,50,null
