id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,false,0.9792119319216714,0.5692632605081389,0,0.5915127459134557,false,0,0,0.05369204012442974,0.5763453810936018,10,10,70,50,null
n1,true,0.12989118956909101,0.882161746234255,5,0.30257192943023004,false,0,0,0.23206553830312765,0.4481409799633542,10,10,70,50,null
n2,false,0.847637375258504,0.40400859215798335,0,0.16533490662699957,false,0,0,0.38222231800669504,0.035859211420345316,10,10,70,50,null
n3,true,0.6144937662516293,0.842801079863261,11,0.740892404244322,false,0,0,0.3895806217026416,0.49180206450009417,10,10,70,50,null
n4,false,0.7833041238631699,0.6821045532615465,0,0.3727947631795592,true,0,0,0.6370718893202325,0.7900663944031664,10,10,70,50,null
n5,true,0.8108645732816626,0.6658036552208509,20,0.5314792558095501,false,0,0,0.598229957122645,0.32478306120090106,10,10,70,50,null
n8,false,0.4853974832046357,0.8936964892788118,0,0.7517140598884784,false,0,0,0.6577403933480177,0.9880732448118048,10,10,70,50,null
n12,false,0.3531807492010308,0.5782156261436475,0,0.6371460421709416,false,0,0,0.3592048270776527,0.6302726218091992,10,10,70,50,null
n16,false,0.5973288513875821,0.666414633529564,0,0.6854371129008058,true,0,0,0.05132058436889969,0.7371324943314101,10,10,70,50,null
n23,false,0.7616160818512379,0.993629065479574,0,0.4390802117175564,true,0,0,0.8263166811903839,0.4354510774522139,10,10,70,50,null
n24,false,0.0625780008904524,0.7864822192655565,0,0.670726678820538,true,0,0,0.47675307559687163,0.6490670056864938,10,10,70,50,null
n27,true,0.5639436754149061,0.9189439067094582,20,0.5035923430683518,false,0,0,0.554673446185224,0.9928054118338293,10,10,70,50,null
n30,false,0.7873895658597998,0.5282602951458999,0,0.6146250023084923,false,0,0,0.2093476743426318,0.18815225836167832,10,10,70,50,null
n36,true,0.4326706913941304,0.8860052807728914,22,0.527952437903034,false,0,0,0.009374908047680375,0.8237003369970056,10,10,70,50,null
n38,false,0.562424708801314,0.9261774043002127,0,0.835332315961383,true,0,0,0.07889077399882866,0.9410941699266346,10,10,70,50,null
n39,false,0.9285568936480494,0.4091990407331094,0,0.7523425549720415,true,0,0,0.5030704773065121,0.6794226773727612,10,10,70,50,null
n42,false,0.32220527999017695,0.6274482705980698,0,0.5863801133519835,false,0,0,0.8673777024425713,0.933688829576675,10,10,70,50,null
