id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,true,0.9855653106013077,0.5840946197341428,15,0.6770901581141818,false,0,1,0.3894756490045494,0.17522145813585238,10,10,70,50,null
n1,true,0.9421062056492131,0.8752510453910919,17,0.5826466180739018,false,0,0,0.7377532490462152,0.39112732976940967,10,10,70,50,null
n2,true,0.9889134332114914,0.9166930597739567,16,0.42973170591922016,false,0,1,0.6449689586974108,0.86049518834525,10,10,70,50,null
n3,false,0.9958304255788528,0.5055627321653757,0,0.652128539899627,false,50,0,0.48736005839145957,0.286624065716348,10,10,70,50,null
n6,true,0.0899394210558695,0.6404573051734985,18,0.608130277420248,false,0,0,0.7748767665054739,0.7812799495682937,10,10,70,50,null
n7,true,0.2917050320801163,0.341808926404424,20,0.944527751680057,false,1,3,0.45582906656575195,0.7926119260050432,10,10,70,50,null
n15,true,0.5343034099082848,0.5394085856483227,12,0.9857982388081794,false,0,0,0.48708875650692796,0.9368768776891075,10,10,70,50,null
n16,true,0.9542821769657875,0.8868814049370768,15,0.6946491974948226,false,1,2,0.8743042221856685,0.5197059250438554,10,10,70,50,null
n21,true,0.1087451574555215,0.8012059632593186,14,0.2344363770850016,false,1,3,0.058512345435692115,0.6777821498382828,10,10,70,50,null
n24,true,0.9896833859136829,0.7384220373046677,16,0.3710463090780588,false,0,1,0.26109933157416226,0.4111009211294665,10,10,70,50,null
n25,true,0.3289644142786873,0.7950071201597028,20,0.022521672827272077,false,0,0,0.3554184908531225,0.6166087079252821,10,10,70,50,null
n31,true,0.9856056792267636,0.5152698404344473,13,0.15685696523071702,false,50,2,0.4211088256151949,0.0989545364851867,10,10,70,50,null
n32,true,0.17700280747783254,0.7639262329179692,11,0.95513712533013,false,1,2,0.26842242298190166,0.9375170232863131,10,10,70,50,null
n33,false,0.9956635284166889,0.6499766744160236,0,0.1850011057282515,false,50,0,0.8232398213097225,0.7631806807030436,10,10,70,50,null
n35,true,0.26548004223709465,0.4142381574696295,12,0.399759150649472,false,0,0,0.42170926422050814,0.9385712157437951,10,10,70,50,null
n46,true,0.2574080664401394,0.9284729853893804,18,0.5655490753813982,false,0,1,0.8216098655999862,0.652210373457325,10,10,70,50,null
n54,true,0.9873340177926108,0.5981051393660851,13,0.48411159514196433,false,0,1,0.2605318818304313,0.40487120828346823,10,10,70,50,null
n57,true,0.822933741876259,0.47172277911204796,16,0.3495804999473213,false,0,0,0.23257665659079774,0.5421137497494989,10,10,70,50,null
n59,true,0.547262814875084,0.618156051005858,19,0.27044616901304797,false,0,0,0.4402637482908845,0.39077735508219164,10,10,70,50,null
n61,true,0.9881134915488319,0.7451243601506379,13,0.9605761484167088,false,0,1,0.3578220413513885,0.4389988418204119,10,10,70,50,null
n62,true,0.13408370441199158,0.4780510629057094,13,0.5963746377299602,false,0,0,0.5521766020351366,0.4129462165166043,10,10,70,50,null
n63,true,0.2889174108089767,0.37090377793510537,13,0.8911227000383707,false,0,0,0.8168276350603096,0.6031829652802,10,10,70,50,null
n64,true,0.41736171073067413,0.647597217287697,18,0.8196643873271381,false,1,2,0.4402721350818431,0.8302359800231284,10,10,70,50,null
n69,false,0.9954918494188867,0.8127361365938937,0,0.5851045861623059,false,0,0,0.3149312403447575,0.30624757534202723,10,10,70,50,null
n70,true,0.929544187271612,0.9523385483203586,12,0.7272277567746099,false,0,0,0.9353085488849888,0.8687168172343323,10,10,70,50,null
n71,true,0.5948210484678476,0.6246654360935161,16,0.9932152990866865,false,1,1,0.7441246576963377,0.7991509223321513,10,10,70,50,null
n72,true,0.3624020557385025,0.7556290919564969,12,0.6677646066803441,false,0,0,0.5489652308091212,0.8487168685180133,10,10,70,50,null
n73,true,0.18452723704450835,0.8532809457052358,13,0.5585580353744507,false,0,0,0.38276407215150154,0.6949188531692245,10,10,70,50,null
n81,false,0.9980129097910571,0.42488508206038256,0,0.568103492401414,false,0,0,0.25221356367530323,0.4718123202489304,10,10,70,50,null
n82,true,0.20634026142282652,0.7947769436731084,11,0.3399975573212261,false,0,1,0.6675838155653774,0.18627595541459335,10,10,70,50,null
n86,true,0.6066042816402605,0.35273397965148146,20,0.5110787202278934,false,0,0,0.7324734501466101,0.13339905387344664,10,10,70,50,null
n90,true,0.35577339249444473,0.5911236334791988,18,0.28554495468911334,false,0,0,0.11068060231044358,0.7279627208407906,10,10,70,50,null
n95,true,0.9857992177928013,0.5252992163459269,14,0.07941556896861424,false,0,1,0.5042067245531817,0.5135234884112457,10,10,70,50,null
n96,true,0.05764625407710933,0.6905173081753367,17,0.3490726858658446,false,1,2,0.2773215268885114,0.4251684717010504,10,10,70,50,null
n97,true,0.3661428848771563,0.8677734781313662,18,0.572487040394944,false,0,1,0.6323038752102351,0.6674566243884229,10,10,70,50,null
n102,false,0.9990938477589086,0.4810331789851665,0,0.3557619118998018,false,50,0,0.5669292758599066,0.44618505878066106,10,10,70,50,null
n104,true,0.00421353359651877,0.6819134337603197,14,0.12415669631337223,false,0,0,0.5297186289649134,0.2491599415891126,10,10,70,50,null
n107,true,0.7859937366859208,0.5373495841863893,13,0.6197380409324292,false,0,0,0.48267233080167016,0.37561341283556804,10,10,70,50,null
n124,false,0.995436394140977,0.711204358783085,0,0.7423002052299983,false,0,0,0.772171670514811,0.033030316605498045,10,10,70,50,null
n125,false,0.9951779404560619,0.63154459232295,0,0.5204452784466391,false,50,0,0.6862465152257939,0.9296039990145252,10,10,70,50,null
n132,true,0.335906485438142,0.7008892224081146,16,0.02195215877918827,false,0,0,0.1294784877652433,0.6389827337671155,10,10,70,50,null
n136,true,0.01298781757244638,0.3878947438802454,12,0.7598588406908132,false,0,0,0.05404806049899391,0.7813122877649902,10,10,70,50,null
n139,true,0.41302709236331164,0.971235064581446,18,0.5533784858863837,false,0,0,0.4433183101866599,0.2771784644096861,10,10,70,50,null
n148,false,0.9971989360972748,0.7856572808261407,0,0.0900571291270329,false,50,0,0.579705574466788,0.5858603215122844,10,10,70,50,null
n150,true,0.4578059583512855,0.6610478187707446,18,0.5095343754302465,false,0,0,0.23989500853062995,0.3058486737421092,10,10,70,50,null
n151,true,0.9888517439914671,0.454116604191259,16,0.9152890698766569,false,50,1,0.8504724774272889,0.33497459688092945,10,10,70,50,null
n153,true,0.22043706174674815,0.6497926747384366,18,0.6988067351445485,false,0,0,0.5442698512831913,0.9948701592183924,10,10,70,50,null
n154,true,0.22633691385777743,0.8529705720356283,11,0.4532769204775842,false,0,0,0.8516875743375087,0.2814730002282959,10,10,70,50,null
n156,false,0.9976393491223996,0.7565057209673001,0,0.5238194333871934,false,50,2,0.6145849700655004,0.7849591837421962,10,10,70,50,null
n159,true,0.11067228582025912,0.8327828960881609,13,0.5303932170649452,false,0,0,0.9073835801575912,0.8187711366103587,10,10,70,50,null
n161,true,0.34411947567229567,0.5446096383167508,19,0.5052084804721508,false,1,2,0.9278295782137185,0.6782112680963701,10,10,70,50,null
n162,true,0.34331868286501704,0.8330267187621887,19,0.2963474691496958,false,0,0,0.550639728552354,0.1250352111902085,10,10,70,50,null
n167,true,0.08878332397513623,0.719309425065575,17,0.0010429632393051946,false,0,1,0.9383001605786447,0.34160856643260973,10,10,70,50,null
n168,true,0.1567930655205772,0.6641742439222039,19,0.21553781827855806,false,0,0,0.32306770632531745,0.015383187011573263,10,10,70,50,null
n174,true,0.8818818077858457,0.8505451584492912,11,0.25221638205384445,false,0,0,0.14968873756333,0.20201514027695938,10,10,70,50,null
n181,true,0.35916796191996225,0.5849225894791342,18,0.04146361537617338,false,0,0,0.5515646796546857,0.2995476729531658,10,10,70,50,null
n191,true,0.3783135883386908,0.9233988540073148,19,0.4131277262669161,false,0,0,0.4102805261046846,0.33044768443120187,10,10,70,50,null
n192,true,0.4174182938848479,0.602022000256158,16,0.7857975605116361,false,0,0,0.7824470125250347,0.8696881231316815,10,10,70,50,null
n194,true,0.6347218012601922,0.6453678188260707,16,0.590670126408243,false,0,1,0.40431027368736944,0.3007007533105607,10,10,70,50,null
n195,true,0.2913538807658324,0.4921182511368015,17,0.912163434944072,false,0,1,0.7012558298106726,0.2167830136035644,10,10,70,50,null
n199,true,0.5318093598259258,0.8930270948350282,18,0.2571577058698433,false,0,1,0.2991117515419177,0.6192784073067215,10,10,70,50,null
n204,true,0.5399347812475085,0.6643074612512028,16,0.9946483416456919,false,0,0,0.5497127002885447,0.39247594011360254,10,10,70,50,null
n208,false,0.9985746908016471,0.7044631131518407,0,0.7025946191281135,false,50,0,0.7689793269899066,0.9275698947432597,10,10,70,50,null
n209,true,0.9897427641465586,0.8082951569516873,17,0.5770006809441037,false,0,1,0.48969114006395126,0.08272375040742397,10,10,70,50,null
n214,true,0.9854342851953181,0.6741820800276612,14,0.6146753780694802,false,50,1,0.680825523523985,0.24480144298503081,10,10,70,50,null
n215,true,0.9883483223914172,0.418072760244743,17,0.4149687181410205,false,50,2,0.9408639323473209,0.5609656098483424,10,10,70,50,null
n217,true,0.796608023659008,0.5713206987954011,16,0.3714966834519815,false,1,2,0.8898671889682034,0.7170719961959751,10,10,70,50,null
n220,true,0.6188244173949866,0.7787727085412033,13,0.5744035070972198,false,0,0,0.7048384283038354,0.13931098751906384,10,10,70,50,null
n227,true,0.24619411640211525,0.6160870608512489,17,0.6189618400775236,false,0,0,0.9253875082205014,0.3106674821526145,10,10,70,50,null
n235,true,0.23610894796759607,0.6257651936664254,20,0.16122504072318034,false,0,0,0.9197951483366482,0.22336871592490792,10,10,70,50,null
n236,true,0.04174246217262895,0.6394645318912741,16,0.6052621869569184,false,1,1,0.8180557541199345,0.2578033468034073,10,10,70,50,null
n238,false,0.9979684277528676,0.6846772599627298,0,0.48395068810899927,false,0,0,0.4752568307963526,0.9328263907813595,10,10,70,50,null
n240,true,0.6451533293842108,0.5767898761006572,13,0.31378165383121714,false,0,0,0.03706365451826543,0.650995376293169,10,10,70,50,null
n244,false,0.9996399055479301,0.8235923246261103,0,0.9730802533079266,false,50,1,0.5820888739072316,0.2021955645353255,10,10,70,50,null
n247,true,0.9865830681552705,0.5769004262636709,0,0.31335403188843963,false,50,1,0.9512969361227539,0.5626972778144019,10,10,70,50,null
n251,true,0.8653610355303097,0.7316632740684643,16,0.5934814325200815,false,0,1,0.3264914754778473,0.44479930507638665,10,10,70,50,null
n254,true,0.632649783751464,0.9816740338726622,18,0.5033670544580838,false,0,0,0.5494597181641057,0.8073901230516127,10,10,70,50,null
n258,true,0.9799249172220862,0.7585854125675151,14,0.561596028895052,false,1,3,0.4342085646434869,0.6016004367383718,10,10,70,50,null
n261,true,0.8646071376847575,0.705374855328268,19,0.9172923424184473,false,0,0,0.4753549631155717,0.16160437707856717,10,10,70,50,null
n264,true,0.4293501244855204,0.6104597041989943,17,0.4082766994440393,false,0,1,0.647288199915163,0.18030401871488072,10,10,70,50,null
n265,false,0.9989276386706216,0.8742771361851525,0,0.5124531957907796,false,50,0,0.8980466912928997,0.1868144908995974,10,10,70,50,null
n267,true,0.06763888392901082,0.7124976796766261,18,0.747505564617015,false,0,1,0.6246412588740662,0.7832642338234952,10,10,70,50,null
n269,true,0.6321316811240909,0.8973520352557659,21,0.1907081506410595,false,0,0,0.5433576948461936,0.6663983833307867,10,10,70,50,null
n278,true,0.34077846964128905,0.7497223571179679,17,0.16210430636052742,false,1,2,0.2634265116097611,0.6061212266771034,10,10,70,50,null
n280,true,0.9873010045365743,0.4548210203685895,18,0.9033756803800129,false,0,1,0.7794065490246256,0.8543819873657943,10,10,70,50,null
n281,true,0.8786567317507032,0.8208711673455,14,0.5603616066881696,false,0,1,0.8785967541509261,0.9984406194611666,10,10,70,50,null
n286,true,0.33144582877588846,0.6441888558497969,13,0.8147690418207545,false,0,0,0.568107970798302,0.4919298943146374,10,10,70,50,null
n287,false,0.9986775312912164,0.5992715654312473,0,0.5431934180883411,false,50,0,0.4128533226910222,0.4118825915637295,10,10,70,50,null
