id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,false,0.2683552149123337,0.505716441416532,12,true,3,0.4800338004698047,0.3628464671074013,0.6455732295904207,10,70
n1,false,0.030701142496711128,0.08298634066931203,63,true,18,0.9660375325641756,0.4570528230924069,0.8999150125494919,10,70
n2,true,0.027681632408327494,0.013969682733337287,12,false,0,0.5374024820390468,0.7729657330562716,0.8160092713852768,10,70
n3,true,0.21574702226307566,0.41030509269935805,70,true,8,0.5902313963306343,0.7789597624610383,0.5381711150946323,10,70
n4,true,0.7073996168301977,0.8163469728010742,50,true,44,0.027905109885060255,0.5303011516443598,0.6997948094869029,10,70
n6,false,0.40518025641073485,0.7572725484330737,60,true,3,0.14941985358199322,0.315396974792145,0.7138024152186844,10,70
n11,false,0.2211356849551841,0.4769427308818223,11,true,9,0.5946295212959533,0.9812884797750951,0.8495092756221551,10,70
n12,true,0.09445455452998104,0.27017843650974294,65,true,21,0.8382619108297491,0.21342482805668117,0.5951177038255787,10,70
n17,true,0.13122565710163953,0.25147174931137933,13,true,15,0.8055677736468212,0.020929876737081243,0.8681583095127362,10,70
n19,true,0.2100999864168489,0.019205570731220305,12,false,0,0.23367975226886256,0.21606024667835083,0.8340239808575194,10,70
n20,true,0.20359487923162287,0.3844692593711244,12,true,32,0.599061201412428,0.41580978228441606,0.7020506404799869,10,70
n25,true,0.2550740066933982,0.6048363359719455,13,true,4,0.3896503783578798,0.4641816007637185,0.9496568884271943,10,70
n31,true,0.3369567208010897,0.5351835372753427,66,true,39,0.12666131837711472,0.8300162551957111,0.40412380624371985,10,70
n32,false,0.03895463392973709,0.09032272299887646,66,true,2,0.9202764306927599,0.42839680360464066,0.6223987803408177,10,70
n33,true,0.003743702489703432,0.0361846061101721,40,true,39,1.019164225865344,0.10779565123497614,0.8948549644180526,10,70
n34,true,0.05222733685199397,0.15769625638815876,11,true,3,0.9010713329100413,0.051838671018645144,0.9149752533131845,10,70
n35,true,0.2221823976521794,0.4806549227120439,68,true,8,0.5788477121692197,0.6870037984201549,0.632636745149695,10,70
n36,true,0.7643128786025715,0.018475069283269616,12,false,0,0.8823619915283301,0.479188183481811,0.7032489989474611,10,70
n39,false,0.20022581465320946,0.3138340620370917,12,true,8,0.6367520837915059,0.22353296064154116,0.8110306503622121,10,70
n41,false,0.38598466388849284,0.8323309628111053,68,true,20,0.29141018279836994,0.9224477209378816,0.8907669281899093,10,70
n42,false,0.4730258372128505,0.9921695555915276,12,true,54,0.1281345298227948,0.8951004455489098,0.8723740083037019,10,70
n43,false,0.18513831849615295,0.46373567415446815,12,true,2,0.579810325421252,0.5082614215938344,0.7359823219522287,10,70
n46,true,0.21484021899659178,0.43729315886971903,12,true,7,0.6265288553679496,0.9250093704279778,0.7953053864597563,10,70
n48,false,0.250973510486487,0.6721160777878251,70,true,10,0.5532016932929162,0.24553834442562106,0.8944178899178998,10,70
n49,true,0.03160440104889761,0.009225597391787334,13,false,0,0.6379081518024071,0.31779761521489414,0.39746951742310954,10,70
n52,false,0.46738538950083874,0.9988646201278734,12,true,260,0.2496336876305266,0.9589599761713969,0.7142663605778214,10,70
n58,false,0.05965001734339019,0.24269811806401934,69,true,9,0.9000187518174882,0.2978019957629162,0.9848180182669172,10,70
n60,false,0.11966462224043753,0.2032395574666408,65,true,4,0.7820893074778602,0.3574866391543763,0.6838521608202945,10,70
n64,false,0.24817389834444345,0.47206484620699846,12,true,13,0.5609882429358177,0.2743587204058768,0.7249967547277703,10,70
n66,false,0.0745447242305709,0.13215729017771696,12,true,4,0.8659272671280366,0.19642301864030193,0.8624952471498684,10,70
n68,true,0.18154288906261093,0.2836122669901285,12,true,11,0.6436373889427682,0.10801309438961798,0.37889794337357174,10,70
n71,false,0.5293558311197476,0.9986069923161026,52,true,300,0.42045294068100353,0.5192037126141942,0.6456261433118027,10,70
n73,true,0.0030393906582970587,0.021681317793518718,56,true,275,1.001427509605585,0.48100708693088245,0.6621094130684458,10,70
n74,false,0.4376410185483276,0.8950211138342469,70,true,12,0.19246862245748558,0.21830092130113815,0.5742972993760772,10,70
n78,true,5.37981475964915E-4,0.018773779600732354,23,true,372,1.0001589094864825,0.3650499759193929,0.7605217515903402,10,70
n80,false,0.1357766219588806,0.1606987054809583,13,true,6,0.7561769047112636,0.1839694345425199,0.7664643102845705,10,70
n82,false,0.46542802434913205,0.9933482264300748,21,true,343,0.3156878561939509,0.7380088380338861,0.9865431784191298,10,70
n85,true,0.10138377238958718,0.018139701220277745,12,false,0,0.20991513458734185,0.35940784867538556,0.7209839160143982,10,70
n94,true,0.26859105196192506,0.31791703200142346,12,true,17,0.5927776155106137,0.2446208582886759,0.9003367834608755,10,70
n98,true,0.08915631235835075,0.17646346417104586,67,true,39,0.8274556436765257,0.5275848965663836,0.4067861410550333,10,70
n99,false,0.6806229913406205,0.9960551631317447,13,true,372,0.04010803988578015,0.6674270381345582,0.7668003205387298,10,70
n104,true,0.12153821244592722,0.20100379725757225,69,true,18,0.8205661649028009,0.19554581812846977,0.42731475732715807,10,70
n109,false,0.30471625999975155,0.46719379526020255,70,true,8,0.4382153777470154,0.1037463737820028,0.14349307683058005,10,70
n113,false,0.8386008443306949,0.9943371006589252,0,true,380,1.0910590025362643,0.9645825804311313,0.23256255107854706,10,70
n120,true,0.15193622105080806,0.6095450938624278,12,true,3,0.6497019517635911,0.6539336488256873,0.5048368911791552,10,70
n121,false,0.32155077694736534,0.5835419248855079,12,true,4,0.3883962874252644,0.5360277396765065,0.7422551418707899,10,70
n127,false,0.3090796922169816,0.7955852679178632,13,true,4,0.36475152691396406,0.6414359107049654,0.7439047721020354,10,70
n130,false,0.4522298098214905,0.9920840981211568,14,true,369,0.35577554635544273,0.46242832789722116,0.8517954329862448,10,70
n141,false,0.052100266675665405,0.09570087918550059,12,true,5,0.9105971101573905,0.897695892277975,0.8188765253855039,10,70
n144,false,0.04168028408188824,0.13738964347530425,61,true,22,0.9509463300751748,0.44686149171029466,0.9620425502794983,10,70
n145,false,0.13739842732169205,0.32716700811433114,65,true,1,0.6992789137864853,0.5074991636239639,0.41354630213739896,10,70
n148,false,0.17039861508059606,0.3547875746553818,68,true,10,0.686000393802209,0.8170753678443374,0.6513739268687949,10,70
n150,false,0.30243997530862315,0.9975977772871666,13,true,253,0.6163706277574931,0.612564241042313,0.9042700496647036,10,70
n155,true,0.032946177996001476,0.14670820833674103,66,true,15,0.9560451790078817,0.48510584615959473,0.5801398968064124,10,70
n163,true,0.11137348063400694,0.20487544860668683,68,true,43,0.73897153620517,0.5102175971643338,0.3965345676807213,10,70
n177,false,0.3899498000721408,0.9925027608792321,54,true,307,0.4501221717179309,0.22094987070020572,0.6504054272415588,10,70
n178,true,0.0740629259255303,0.1203432886958388,67,true,10,0.8692885251715399,0.829078317312254,0.7424437784355724,10,70
n186,true,0.15285894341048525,0.24358538045178108,69,true,11,0.7394320077279677,0.6172247316363129,0.892644111429116,10,70
n188,false,0.22302249123220322,0.4011656221144963,62,true,9,0.5886654782858293,0.669321741943699,0.9596252378588701,10,70
n194,false,0.32188731761424544,0.6913089681627091,12,true,12,0.4277088570817125,0.601862579443478,0.856698433571643,10,70
n195,true,0.8289934880157028,0.019292870567946763,19,true,380,0.5599936184925942,0.4151824820047792,0.08759271203005459,10,70
n204,true,0.030228900018722322,0.03177314716009668,12,true,128,0.9239710172413639,0.05263550142695106,0.6228336150024446,10,70
n205,true,0.23719849189829637,0.6708053977860587,13,true,33,0.467098774502956,0.33057304923913455,0.7551077949977956,10,70
n208,true,0.3604077796542131,0.6737265696452501,12,true,17,0.39804355548593934,0.45249290023350847,0.47235810199617745,10,70
n217,false,0.8835985911667621,0.9939394779799343,0,true,380,0.8094976366934347,0.8156642059715961,0.7115314203375884,10,70
n219,false,0.01714731707830369,0.09219283428592297,67,true,35,1.0028675989906592,0.921610751806657,0.7870123103406874,10,70
n221,false,0.21255900805477598,0.3309384595010992,12,true,1,0.5415393943916597,0.4963573405508764,0.46305756451808017,10,70
n222,false,0.26719616865226553,0.5538194744189446,67,true,12,0.5136359953178219,0.16768197131742568,0.5483948511490696,10,70
n223,false,0.0327396057592438,0.07742373349136478,67,true,16,0.965254227699689,0.3035482826530203,0.8593004651386396,10,70
n227,true,0.17241210549365327,0.25463249377836583,65,true,30,0.6795736595346857,0.5500427232923402,0.8094840355244569,10,70
n228,true,0.29585720009669814,0.012682100305048074,12,false,0,0.4032529069420342,0.4660375049943751,0.672364797464608,10,70
n239,true,0.8488117381204684,0.023006309264163922,15,true,380,0.35685753500676193,0.4268580858570188,0.30435144626077154,10,70
n240,false,0.45531894672679457,0.9968572795365469,60,true,207,0.10979267304115713,0.22015810612060116,0.5868115970565673,10,70
n241,false,0.21766172050249014,0.9952783865757402,13,true,368,0.3437312201196795,0.9855111896583446,0.677619632489983,10,70
n244,false,0.08200860709324163,0.2142694575392092,12,true,13,0.8653982726500586,0.6651184910057236,0.7703080738831387,10,70
n245,false,0.704975963264612,0.9987990684282008,12,true,363,0.13440725783514132,0.6602707735563546,0.21219065263109393,10,70
n249,true,0.02996291973911508,0.030444360523159027,34,false,0,0.3546131149250245,0.28437546248043344,0.4272937301707578,10,70
n253,true,0.48995817322587676,0.01860849276471618,12,false,0,0.11199501669377893,0.508942147444792,0.1726389157303314,10,70
n254,true,0.17772263924466625,0.3550775874830077,64,true,33,0.6516797288411177,0.4383710481054747,0.73699826199504,10,70
n255,true,0.2503729011306379,0.6119964110165466,70,true,39,0.42699752813867375,0.636991923626021,0.6267588386094922,10,70
n259,true,0.0675866728167066,0.020062750119155343,20,true,380,0.6737805857414375,0.5603507959855114,0.7240814106015032,10,70
n261,true,0.549624049856304,0.013750624777532385,12,false,0,0.9574613557002991,0.6079470029386346,0.7458102774266917,10,70
n262,false,0.3292994690854369,0.9931376943062107,12,true,346,0.6965351741177904,0.4913180844901628,0.5408765207718922,10,70
n267,false,0.20447250315793516,0.48974862869060465,12,true,6,0.6065976287350442,0.6474380969315157,0.3945227783861939,10,70
n274,false,0.0898413521298771,0.16779503432607837,63,true,6,0.8444918620887154,0.3957960217131571,0.4111669935770771,10,70
n276,false,0.2733158755833583,0.5694545115148805,68,true,8,0.5065940606323729,0.5017616552557559,0.6813283788476094,10,70
n278,true,0.8968725248854097,0.015626187697044984,11,false,0,0.4459669858770946,0.3502901931488197,0.5142945435720225,10,70
n281,false,0.44696100054845356,0.9939118511124299,52,true,301,0.14316885847817792,0.09776926308176725,0.22238262764246908,10,70
n290,true,0.31292972170079075,0.5466780926187719,12,true,15,0.4799727946065663,0.1466427676980417,0.6641967923670189,10,70
n291,false,0.29537007472410015,0.5947106925850648,65,true,9,0.43843596133972196,0.6992865649962527,0.6447900662558173,10,70
n294,true,0.08108870084344796,0.1277671345062433,12,true,72,0.8622049931978167,0.5454565563592526,0.4194428111415034,10,70
n297,true,0.43973217805386733,0.733926831673798,12,true,13,0.26609470853869727,0.5975114278519591,0.5052855414181715,10,70
n298,false,0.35690638877757463,0.9978438034117004,22,true,341,0.40200974669237133,0.12447268287222285,0.6152179105862647,10,70
n302,true,0.09582127082990564,0.013934904903952517,12,true,295,0.834489697712358,0.3149660990952047,0.22094858937910733,10,70
n307,false,0.15311875554738924,0.9901691580456896,0,false,0,0.7744871616573872,0.9246034904358182,0.6204993561262162,10,70
n315,false,0.7548634310476754,0.9970586204470342,0,false,0,0.19807539521673778,0.8276931550850517,0.8670841213217952,10,70
n317,false,0.2706265169038047,0.5481894454908971,67,true,6,0.4981337965092936,0.3737528367997367,0.7614926333511718,10,70
n319,true,0.364377928254929,0.5767690093446436,12,true,13,0.39217371723621397,0.7367111864012792,0.7006131962102569,10,70
n320,true,0.7763303967168261,0.013436273984770958,12,false,0,0.25575459025569647,0.72493646359101,0.4629566312762867,10,70
n326,false,0.614949316228837,0.99692101024441,0,false,0,0.5581825265938779,0.2416161362054553,0.036177199160199125,10,70
n338,true,0.05643418373749722,0.12860201828813408,68,true,25,0.913695404061774,0.09280246269587272,0.4620907090720393,10,70
n345,false,0.0791388027184463,0.3221893571417335,12,true,4,0.8501737039215348,0.26060833653563753,0.626747362961217,10,70
n346,false,0.16334463622633827,0.3420630965289342,12,true,4,0.6650929828146919,0.8530277140041573,0.7751166416728917,10,70
n353,false,0.22335388845943288,0.37467844339079803,70,true,3,0.512058665221366,0.11129922449972973,0.8708453059410282,10,70
n354,true,0.026755717634425125,0.017523391803631737,38,true,376,0.9331097728032313,0.4741500484215965,0.10845606895167204,10,70
n355,true,0.30253649688457784,0.6595313713508544,70,true,22,0.4483183157600671,0.4375186225573566,0.6319824073764364,10,70
n356,false,0.20494937075216,0.4124573031571489,12,true,5,0.6285652764545941,0.5915288372641596,0.6506012921408312,10,70
n357,false,0.55003435344898,0.9768419014442333,12,true,5,0.040800550623818606,0.5799887971916926,0.6148615648901091,10,70
n365,false,0.0,0.9974405338441906,12,true,194,1.0333101517507373,0.49569310735190936,0.8610503423436608,10,70
n366,true,0.1007231263569557,0.11987699909835016,11,true,15,0.8279419145079822,0.510791813259857,0.8653683648578747,10,70
n367,true,0.6394355767476986,0.015986084622375316,13,false,0,0.3810154522064791,0.18533817051639967,0.7850929168374664,10,70
n370,true,0.10030648769069958,0.23637786836355693,12,true,22,0.847947661136418,0.3262153781046908,0.474965211011371,10,70
n371,false,0.08500506709565087,0.15862917100493013,12,true,12,0.8637212016167702,0.3884268550314696,0.7843595819199849,10,70
n372,true,0.007741842438217406,0.047694791185843445,61,true,79,0.9910564000745773,0.43604810456099313,0.6129316327870311,10,70
n376,true,0.1545100029695603,0.32319680857252175,12,true,9,0.7193704837561762,0.2893369322827172,0.48875406917578873,10,70
n377,false,0.20775191320460498,0.4116983665879808,69,true,15,0.6688112024092557,0.6666194375032243,0.7979546586426514,10,70
n379,true,0.10018369254701238,0.1763802777901844,70,true,19,0.8620337301763281,0.7965452597684263,0.9873933440547719,10,70
n380,false,0.09387212774934738,0.15867133439606682,12,true,7,0.8317725280088647,0.18966396407197084,0.8554056226573423,10,70
n382,false,0.23872174737899637,0.47513739864304444,63,true,20,0.6213982114989832,0.6245669352989536,0.3698705063267745,10,70
n384,false,0.05292064217321846,0.9911624372807953,0,true,380,0.04011534764649217,0.46053476998191184,0.38032858361678923,10,70
n393,true,0.2742359269298426,0.3597235872300757,26,true,9,0.5440260009407396,0.0840477137186657,0.8974734432839013,10,70
n395,true,0.24487306031248937,0.4781317419422531,12,true,16,0.6163398587579452,0.35725405270397664,0.7329071905852929,10,70
n397,true,0.06505524196167563,0.12511564039185252,13,true,22,0.8911019946685075,0.4673080126705436,0.5359906142542908,10,70
n399,true,0.7562302152378239,0.019015084684471974,11,false,0,0.2572434386467287,0.09918459692321702,0.8764861109310333,10,70
n400,false,0.4862580698701927,0.9994542076815193,52,true,301,0.6933751244332329,0.6744181490691169,0.6311753778529927,10,70
