id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,false,0.25717160705126724,0.5260926974809055,64,true,5,0.4824382921741225,0.3628464671074013,0.6455732295904207,10,70
n1,true,0.030701142496711128,0.08807405539146171,12,true,28,0.9718472958095284,0.4570528230924069,0.8999150125494919,10,70
n2,true,0.027681632408327494,0.01263393065759024,12,false,0,0.5374024820390468,0.7729657330562716,0.8160092713852768,10,70
n3,false,0.1919636701874506,0.37856898670035005,70,true,2,0.5908216277269649,0.7789597624610383,0.5381711150946323,10,70
n4,false,0.5917099331134417,0.7532045099806884,50,true,2,0.027933014994945316,0.5303011516443598,0.6997948094869029,10,70
n6,false,0.40518025641073485,0.8365000119657012,60,true,13,0.15092079397302263,0.315396974792145,0.7138024152186844,10,70
n11,true,0.2211356849551841,0.5164089882725166,12,true,19,0.5988038371933939,0.9812884797750951,0.8495092756221551,10,70
n12,true,0.09445455452998104,0.24434453503331585,65,true,31,0.8382619108297491,0.21342482805668117,0.5951177038255787,10,70
n17,false,0.09841254663303405,0.2367083113473425,67,true,2,0.8055669680790476,0.020929876737081243,0.8681583095127362,10,70
n19,true,0.2100999864168489,0.017369173909629387,12,false,0,0.23367975226886256,0.21606024667835083,0.8340239808575194,10,70
n20,false,0.18478048978383751,0.39996024094942273,12,true,8,0.6032672310956664,0.41580978228441606,0.7020506404799869,10,70
n25,true,0.2550740066933982,0.5470031405670305,13,true,14,0.3896503783578798,0.4641816007637185,0.9496568884271943,10,70
n31,false,0.3444152547245181,0.503763908734266,66,true,3,0.1269147676751873,0.8300162551957111,0.40412380624371985,10,70
n32,false,0.03895463392973709,0.09977247825194639,66,true,12,0.9295207180657303,0.42839680360464066,0.6223987803408177,10,70
n33,true,0.003743702489703432,0.032724709157293703,40,true,49,1.019164225865344,0.10779565123497614,0.8948549644180526,10,70
n34,true,0.05222733685199397,0.14261766757344346,11,true,13,0.9010713329100413,0.051838671018645144,0.9149752533131845,10,70
n35,false,0.20575378947457967,0.4615767002347589,68,true,4,0.5805859924277116,0.6870037984201549,0.632636745149695,10,70
n36,true,0.7643128786025715,0.016708521494334806,12,false,0,0.8823619915283301,0.479188183481811,0.7032489989474611,10,70
n39,false,0.20022581465320946,0.34666804863384404,12,true,18,0.6431483350173203,0.22353296064154116,0.8110306503622121,10,70
n41,false,0.2764092482811414,0.8658671254500744,13,true,5,0.29286985785959824,0.9224477209378816,0.8907669281899093,10,70
n42,true,0.4730258372128505,0.9921695555915276,12,true,64,0.12916307184952144,0.8951004455489098,0.8723740083037019,10,70
n43,false,0.16986547020664317,0.4824204470210349,69,true,3,0.5827145982374343,0.5082614215938344,0.7359823219522287,10,70
n46,false,0.18367433342559858,0.3954800944057514,12,true,1,0.6265288553679496,0.9250093704279778,0.7953053864597563,10,70
n48,true,0.20080847636349533,0.6584775109745346,67,true,8,0.5532005868900829,0.24553834442562106,0.8944178899178998,10,70
n49,true,0.03160440104889761,0.008343464912380446,13,false,0,0.6379081518024071,0.31779761521489414,0.39746951742310954,10,70
n52,false,0.46738538950083874,0.9988646201278734,12,true,270,0.25214128803130376,0.9589599761713969,0.7142663605778214,10,70
