id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,sociable,maxDegree,cigLimit
n0,true,0.5979832573227137,0.8361771143591307,37,true,12,0.16266061630845258,0.4607640041095853,10,70
n1,true,0.4403660028425925,0.9356159909637805,30,true,13,0.3723911875924625,0.3509750499579461,10,70
n2,false,0.3341230126708577,0.7406066006749362,26,true,2,0.47144286850107975,0.35225410732265394,10,70
n3,true,0.2996693359657214,0.6670116534649211,38,true,31,0.5005506061726909,0.19558926781526115,10,70
n5,false,0.7029387914074208,0.34194661584162644,0,false,0,0.8556612816835008,0.36950394614900517,10,70
n9,true,0.3401020844321775,0.6456856213622193,43,true,11,0.43664021437016853,0.5869208190296473,10,70
n11,true,0.033167554680486,0.8521300241833801,22,true,158,0.950247717730603,0.804132320923217,10,70
n13,false,0.35077508089776976,0.5835962415105221,31,true,8,0.477164207489773,0.4977538910429924,10,70
n15,true,0.1453013457637472,0.5942524530085962,32,true,9,0.7275592491329973,0.2631164050199919,10,70
n17,true,0.007470476605989762,0.46558706405575817,12,true,399,0.7138940499403914,0.7321969920793512,10,70
n19,true,0.07423204177697465,0.7786112851896343,53,true,277,0.8659918746584816,0.6260312380577564,10,70
n20,false,0.16158888447928121,0.39045164443933117,32,true,10,0.6829380536595604,0.9843767356403219,10,70
n21,true,0.008316865766190909,0.5215214276706295,22,true,59,0.9733850561621595,0.6370352111462445,10,70
n23,false,0.7070007277425805,0.7655385861687983,33,true,14,0.09218917618520231,0.4953617839305198,10,70
n24,false,0.7791412454613283,0.5589851768577941,0,false,0,1.2840511006384798,0.5844135893902218,10,70
n28,true,0.09013677551969726,0.6866577232029232,12,true,3,0.7738834031395561,0.9489534370691446,10,70
n30,true,0.09511293746466253,0.9045721023951513,21,true,273,0.8471323578814348,0.6219258120019424,10,70
n36,false,0.22426661008586157,0.6937236405459748,11,true,32,0.5688211783447584,0.5732920177096111,10,70
n37,true,0.23051514140882357,0.7509977253663864,38,true,53,0.660798418839335,0.517705227041909,10,70
n42,true,0.0069442548778037485,0.47716412344531073,46,true,108,0.9899813867172168,0.16961706467581955,10,70
n45,true,0.2193021304331222,0.5078849244943827,32,true,18,0.5687372648336159,0.6507345640011908,10,70
n49,true,0.18982919846070878,0.9225845946690769,39,true,187,0.5574071004236891,0.6715688622903206,10,70
n50,false,0.46613325221604607,0.9514509532132311,12,true,159,0.6251973278481948,0.9547815098522856,10,70
n53,true,0.06684230307890962,0.5158485366055887,29,true,66,0.850809732642422,0.6717137994224778,10,70
n55,true,0.3585457954402688,0.6574024952207532,17,true,8,0.4870177348841829,0.8512134365747105,10,70
n63,false,0.5006059186941633,0.370961704315453,0,true,399,0.8256664119290592,0.5286833762772517,10,70
n65,true,0.2595602277747889,0.7845249741106662,21,true,13,0.671627966365376,0.4386672636906317,10,70
n66,true,0.030186649453128506,0.5734348444281686,54,true,96,0.948125527749326,0.6481401143786274,10,70
n74,false,0.47774598829781617,0.474706033492053,36,true,7,0.14089966805187654,0.1841493747220836,10,70
n75,true,0.07221768156052717,0.7872816964766787,29,true,61,0.847500560090578,0.9596225984837474,10,70
n76,true,0.22587351785254126,0.7308037036744683,59,true,21,0.5626627199756455,0.9688535362407568,10,70
n78,false,0.5326979872568667,0.7123390286069723,38,true,18,0.229025171881101,0.8491093790279042,10,70
n84,true,0.45944473081676807,0.6928661516579993,30,true,12,0.3693690214016828,0.5621386999560953,10,70
n88,true,0.4251155533195961,0.7893509350420785,40,true,26,0.29499077330115564,0.2887100492718021,10,70
n94,true,0.18461299393401434,0.7535675976670176,46,true,23,0.6104713947729838,0.40693756644987394,10,70
n96,false,0.4540752938655158,0.6158061626750188,12,true,22,0.09379766101450433,0.8249897160977576,10,70
n98,true,0.12040453031671325,0.6605027160986894,67,true,9,0.7900805739363336,0.38501246213431073,10,70
n103,true,0.968104842111513,0.6213678817362771,14,false,0,0.9347448580697516,0.4784266600582907,10,70
n104,true,0.48213206099030687,0.6752484613761559,33,true,5,0.39248605975321654,0.519202318494746,10,70
n107,true,0.37794276914505964,0.8734541541095102,10,false,0,0.437919674794361,0.8977903355465453,10,70
n109,false,0.027154837033586066,0.6819043510815234,0,true,399,0.6188832787978238,0.7758360957147381,10,70
n110,false,0.15028162200114237,0.7224305724495528,0,false,0,1.3546433470424017,0.6463490737929466,10,70
n111,true,0.07309548534007565,0.5432702242962699,12,false,0,0.3598415083407064,0.4649247762180614,10,70
n118,true,0.4229470097051845,0.4126644452588854,19,true,11,0.4823332522242275,0.5638122792066212,10,70
n119,true,0.09190024096638726,0.7401614783154715,43,true,12,0.8596882978630663,0.21081343863172552,10,70
n121,true,0.3731145669077032,0.7816267442604604,40,true,36,0.3819404922952326,0.8318502191729608,10,70
n122,false,0.04631372336251364,0.4940395920361198,20,true,1,0.9305294149562295,0.8768348597842752,10,70
n123,true,0.48598013620610664,0.606195299188408,22,true,6,0.22243155963844732,0.752125668238446,10,70
n124,false,0.15408887658561787,0.9283793961815321,0,true,399,0.7969776505767804,0.6490840029638248,10,70
n125,true,0.525170243649979,0.7669983564715086,21,true,5,0.40918306671029764,0.8718831416271866,10,70
n128,false,0.19222030536772078,0.5838301890762321,12,true,1,0.500227206043926,0.8195077523756882,10,70
n131,false,0.3849054342359532,0.6101332619086329,52,true,2,0.2732293584007538,0.9399587251780827,10,70
n134,true,0.6093079958140809,0.36382442696771045,11,false,0,0.9180089012179026,0.5196183838706598,10,70
n136,true,0.0825586135966504,0.42906936009686675,13,false,0,0.15269605627440336,0.527974604380117,10,70
n141,false,0.2692869024821968,0.8473656333318992,41,true,4,0.5708500868885795,0.9007159564844265,10,70
n142,true,0.9858638278540153,0.7703966806167745,11,false,0,0.6435439841727958,0.8373853398397771,10,70
