id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,sociable,maxDegree,cigLimit
n0,false,0.6163776598813392,0.43105337539045757,56,true,19,0.09289438489390027,0.08391284503735941,10,70
n1,true,0.4991782349339905,0.9011491984674771,53,true,31,0.2767751592634355,0.7069008411587758,10,70
n2,true,0.37224228017034533,0.735301124722428,12,true,7,0.4410399348106008,0.6537136621331842,10,70
n3,true,0.5605844783281513,0.8184900722642671,13,true,15,0.19568461423764688,0.9275320757003553,10,70
n4,false,0.1998848051839488,0.5865817837055629,11,true,2,0.7008729650163009,0.8424194140168543,10,70
n9,true,0.09083936241565552,0.5268186183747494,54,true,35,0.8694175471090787,0.4389149608879498,10,70
n11,true,0.00624247770399886,0.8599997328365002,20,true,89,0.9882283209727635,0.8366828015740971,10,70
n12,true,0.2588438906561632,0.6756976447427958,66,true,6,0.6174810785426946,0.39097785379375016,10,70
n13,false,0.2461305807773101,0.6671704680353625,51,true,10,0.6275057715813438,0.9732627909997205,10,70
n16,false,0.3967150000376267,0.47229200771434576,54,true,21,0.41942727991030876,0.9569232599742913,10,70
n17,false,0.5196443394564462,0.4792293359919603,46,true,35,0.25093663219651063,0.1239257839955521,10,70
n22,false,0.4409200479584304,0.7652244876815094,68,true,2,0.33357609716107045,0.93492753394504,10,70
n28,false,0.37686103653196984,0.5953506271201648,12,true,3,0.3726424408898828,0.732214371856337,10,70
n29,false,0.10610427625291068,0.3425029392020856,60,true,5,0.8264571199874949,0.8682743775894706,10,70
n31,true,0.22187943949900554,0.6393380533805949,28,true,13,0.5997222123653163,0.3053105036821548,10,70
n32,true,0.11107207969343537,0.07617957678997378,12,true,9,0.8321649684085283,0.7801225673585268,10,70
n33,true,0.2849053566152888,0.7577957148926494,63,true,20,0.5798184133562606,0.7728482190126283,10,70
n39,true,0.16653605038010064,0.7410132577322049,58,true,28,0.7727374605115801,0.9392773959132753,10,70
n61,true,0.20745497670795565,0.5972255285157448,12,true,15,0.6778805040399671,0.45236178997281684,10,70
n65,true,0.2023455670509844,0.8166104156044061,29,true,62,0.7265593179656522,0.8083143672360256,10,70
n68,true,0.29565608846617714,0.9557821815847298,12,false,0,0.7492638964332112,0.8525176303455448,10,70
n72,false,0.44449006469646907,0.3650446502106538,63,true,5,0.32147435485245623,0.44530792420101106,10,70
n73,true,0.16112057067903623,0.4558497387706475,63,true,4,0.7408052976668162,0.43636998558722384,10,70
n74,true,0.1202861129273722,0.946819327641564,26,true,75,0.8156115541192325,0.5444933081674799,10,70
n75,true,0.22556323066307132,0.7909226652909421,13,true,22,0.6873177593508804,0.472436071183849,10,70
n80,true,0.20182080177146539,0.8599325184571365,25,true,76,0.7087745556908109,0.9887637715529437,10,70
n81,true,0.38094393456004977,0.7877266792252671,54,true,3,0.44470173104548244,0.3968324486686351,10,70
n83,true,0.3874266299836838,0.8152302099590435,12,true,8,0.41389263305471347,0.7949066415376222,10,70
n84,false,0.7509851011304252,0.18906766098785677,0,true,100,0.014725784434901221,0.4135434789181306,10,70
n93,false,0.6828516249182672,0.8856752887575654,10,true,74,0.01469261360586619,0.9748402126128088,10,70
n95,false,0.3566203742016613,0.77786620875887,47,true,14,0.48268210200140554,0.5906060376999333,10,70
n99,true,0.2299874617051494,0.5184362446889091,32,true,30,0.6707750367950797,0.691908239738133,10,70
n100,true,0.25625707962575633,0.9152176867324873,19,true,100,0.9786392184614255,0.23524720406436883,10,70
n101,false,0.510981617869804,0.46648553656373437,11,true,3,0.16662590238410505,0.4995006338048836,10,70
n102,true,0.2575973890196595,0.7053050676487995,46,true,46,0.5993020257651764,0.5012571889072532,10,70
n103,true,0.012401469938444765,0.6194349990687437,17,false,0,0.7114793697978191,0.5467420999182301,10,70
n105,false,0.378112148045328,0.5636392857946496,62,true,3,0.3428731738684525,0.5595761559048911,10,70
n109,true,0.1886882535272672,0.5170036738310804,12,true,4,0.6863665746679435,0.3953354110879599,10,70
n111,true,0.45725588920404264,0.9575912720586939,21,true,93,0.22490146002606426,0.879371611730846,10,70
n113,true,0.12463554686330085,0.7407673818690486,54,true,45,0.8020463766449079,0.7128789884537059,10,70
n123,true,0.0877619012880386,0.6505909210989701,13,true,23,0.8522411145047871,0.34253609890511044,10,70
n126,true,0.31540962722099297,0.7432312644071135,69,true,4,0.4856391991999265,0.8412389811410238,10,70
n128,false,0.44368625055044114,0.7163878531337542,55,true,6,0.25703341640988575,0.05399274326852399,10,70
n133,true,0.3149986525268159,0.4704093669340659,67,true,14,0.5391353489734009,0.4719961859872952,10,70
n139,false,0.3722365521510951,0.8043630503463243,65,true,8,0.42392097588492256,0.5485308580570875,10,70
n145,false,0.4665865030037431,0.5726578997441878,66,true,11,0.27922981593352797,0.7748845540443405,10,70
n146,true,0.5426815755080997,0.90013552983367,51,true,70,0.15590735299903416,0.8614916478437007,10,70
n148,false,0.4017228037177007,0.45960653802135387,0,true,100,0.03367151168522912,0.8079326420696193,10,70
n149,true,0.10673073129849835,0.8259644033043998,12,true,49,0.8484719991992473,0.41211984809761437,10,70
n151,false,0.4145929827183844,0.8657433391232527,62,true,6,0.27302200051479997,0.6833897601599423,10,70
n152,false,0.5017559870712522,0.580061026064349,65,true,7,0.2294395440517216,0.5050332402116405,10,70
n158,true,0.13633911425984846,0.6328683642561577,65,true,18,0.7934247910291906,0.8838269748949976,10,70
n162,true,-0.013261166905998765,0.3894238647032702,37,true,67,1.0317592146715462,0.49326532610958396,10,70
n163,true,0.6070765877535731,0.9124815462362559,13,true,25,0.12114822975322524,0.6401658131158943,10,70
n171,true,0.24442815976497687,0.35608936532182506,58,true,12,0.5954444915032636,0.7002732380227508,10,70
n172,true,0.1895946179830337,0.47862639192523204,70,true,33,0.7311015760859106,0.8127737148696678,10,70
n175,true,0.5234790197562421,0.5299949921770498,67,true,43,0.2579510918305539,0.6117760953035942,10,70
n177,true,0.08757086376942974,0.7747738667412629,15,false,0,0.6054081438887252,0.35720089639665564,10,70
