id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,true,0.7616805449674396,0.746446853383712,15,0.0,false,2,4,0.4980477120012749,0.4450878813640151,10,10,70,50,null
n1,true,0.14599600160462778,0.7542458758323816,10,0.0,false,1,2,0.24486701391518495,0.219915457707192,10,10,70,50,null
n2,true,0.5980297532597942,0.8003528173131926,15,0.0,false,2,4,0.4121270694795848,0.8972759475418117,10,10,70,50,null
n3,true,0.9891176140697968,0.734053548110419,10,0.0,false,50,3,0.5144337102074323,0.07595471670217813,10,10,70,50,null
n4,true,0.8174060913951731,0.7797815630082817,15,0.0,false,3,6,0.3302299236162659,0.840575071327416,10,10,70,50,null
n6,true,0.9765490663601597,0.8436641981430812,13,0.0,false,1,3,0.8462237315786152,0.7929599181749184,10,10,70,50,null
n9,true,0.4370368450992205,0.3467547303406848,12,0.0,false,0,0,0.6984883332339332,0.36557837127056514,10,10,70,50,null
n10,true,0.4138459018248699,0.6052875139547479,12,0.0,false,0,0,0.6179265606682179,0.4620361204540254,10,10,70,50,null
n12,true,0.8728149565055641,0.46931172469547855,11,0.0,false,1,1,0.08411280914527236,0.5597288968719627,10,10,70,50,null
n13,true,0.8268790010856083,0.770227106546004,6,0.0,false,0,0,0.032908705347140965,0.05722521380729462,10,10,70,50,null
n15,true,0.282845280769682,0.7453848249619409,11,0.0,false,0,1,0.3777788934913462,0.8952486235541306,10,10,70,50,null
n19,true,0.9898451603138192,0.8660997797776264,11,0.0,false,0,1,0.025086569532347502,0.8345130043941151,10,10,70,50,null
n23,true,0.3019929068992828,0.6869305902518238,11,0.0,false,1,3,0.7357288745401944,0.6071228680604048,10,10,70,50,null
n26,true,0.573179267818518,0.7283967725978981,9,0.0,false,2,4,0.8628953556936059,0.5069426793701881,10,10,70,50,null
n29,true,0.9858529531212439,0.6845589457431854,11,0.0,false,50,2,0.5402437750472555,0.7207749337085737,10,10,70,50,null
