id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,true,0.25717160705126724,0.5002088638483552,59,true,14,0.48243780973583034,0.3628464671074013,0.6455732295904207,10,70
n1,false,0.01697442458543138,0.0854325329855778,12,true,4,0.9747657542106918,0.4570528230924069,0.8999150125494919,10,70
n2,true,0.027681632408327494,0.011541313559221023,12,false,0,0.5374024820390468,0.7729657330562716,0.8160092713852768,10,70
n3,false,0.1919636701874506,0.41403532544921456,70,true,11,0.5961603416586404,0.7789597624610383,0.5381711150946323,10,70
n4,false,0.5917099331134417,0.8237686798853197,50,true,11,0.02818542006833599,0.5303011516443598,0.6997948094869029,10,70
n6,false,0.5661534178806336,0.827803807526094,56,true,4,0.15122263525897617,0.315396974792145,0.7138024152186844,10,70
n11,false,0.24275112568062882,0.5213644802162781,62,true,5,0.6006014451132438,0.9812884797750951,0.8495092756221551,10,70
n12,true,0.09445455452998104,0.22321294708130476,65,true,40,0.8382619108297491,0.21342482805668117,0.5951177038255787,10,70
n17,false,0.11708214725386004,0.24380765296269188,62,true,2,0.8087932637821732,0.020929876737081243,0.8681583095127362,10,70
n19,true,0.2100999864168489,0.015867039940989303,12,false,0,0.23367975226886256,0.21606024667835083,0.8340239808575194,10,70
n20,false,0.21995387714639839,0.37275180222137433,59,true,1,0.6026639638645707,0.41580978228441606,0.7020506404799869,10,70
n25,true,0.2550740066933982,0.4996968033357008,13,true,23,0.3896503783578798,0.4641816007637185,0.9496568884271943,10,70
n31,false,0.3444152547245181,0.5509591678925755,66,true,12,0.12806158019274802,0.8300162551957111,0.40412380624371985,10,70
n32,true,0.03895463392973709,0.10695890414112941,65,true,21,0.9351108686774546,0.42839680360464066,0.6223987803408177,10,70
n33,true,0.003743702489703432,0.029894586234073636,40,true,58,1.019164225865344,0.10779565123497614,0.8948549644180526,10,70
n34,false,0.05903807552142699,0.13028369912422896,11,true,1,0.9010713329100413,0.051838671018645144,0.9149752533131845,10,70
n35,false,0.25327918237872193,0.46600601821989496,62,true,5,0.5823289104140652,0.6870037984201549,0.632636745149695,10,70
n36,true,0.7643128786025715,0.015263522565025979,12,false,0,0.8823619915283301,0.479188183481811,0.7032489989474611,10,70
