rtA1,rtA2,rtA1a,rtA1b,rtA1c,rtA1a1,rtA1a2,rtA1b1,rtA1b2,rtA1c1,rtA1c2,rtA1a1a,rtA1a1b,rtA1a2a,rtA1a2b,rtA1b1a,rtA1b1b,rtA1c1a,rtA1c1b,rtA1c2a,rtA1c2b,rtA2a,rtA2b,rtA2a1,rtA2a2,rtA2a3,rtA2a1A,rtA2a1B,rtA2a1A1,rtA2a1A2,rtA2a1B1,rtA2a1B2,rtA2a2A,rtA2a2B,rtA2a2A1,rtA2a2A2,rtA2a2B1,rtA2a2B2,rtA2a3A,rtA2a3B,rtA2a3A1,rtA2a3A2,rtA2a3B1,rtA2a3B2,rtA2b1,rtA2b2,rtA2b1A,rtA2b1B,rtA2b2A,rtA2b2B,id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n241,false,0.7795726085484936,0.6532376307182036,0,0.12325608971222601,true,0,0,0.8263941927306718,0.7274856129243897,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n245,true,0.4911762302436048,0.7462550022757586,20,0.36959386035314423,false,0,0,0.6704558100244824,0.4152108736453546,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n246,true,0.510950939350009,0.7315874301311515,20,0.29007288079354754,false,0,0,0.7148995391291354,0.36600183119649893,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n252,true,0.8302551942517881,0.879348628798221,4,0.25092384581848803,false,0,0,0.8825470613362225,0.721147972936463,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n259,false,0.019908661971937414,0.6285290906202836,0,0.1221603370829305,true,0,0,0.4799576155557913,0.8227242136384728,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n263,true,0.06743349522826325,0.026197929010870036,18,0.1696788695219399,false,0,0,0.5806426769223423,0.16116296931048457,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n266,true,0.5367060244175407,0.2827545281613486,5,0.031574541476448614,false,0,0,0.6807620527644148,0.5091614956045196,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n267,false,0.6409925420867575,0.08272424402652356,0,0.13785009589191632,true,0,0,0.19649140643229357,0.6169172894788862,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n268,false,0.485919952935325,0.7924574589742306,0,0.6700268316180162,true,0,0,0.6164900610144117,0.47459751490931823,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n269,false,0.934603529588282,0.5008183000386205,0,0.11706421993122151,false,0,0,0.9325698979348932,0.7034169339862267,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n270,true,0.531105947808917,0.7450689209550065,21,0.03141022662302767,false,0,0,0.8105987897272454,0.290818251800559,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n272,false,0.7953144126527419,0.5201408983126458,0,0.2504574720359636,false,0,0,0.4799596612965922,0.4619305672851172,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n286,true,0.6880978863752141,0.17578844648915237,13,0.11365217640920466,false,0,0,0.6904627184874258,0.4234438297957064,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n288,true,0.4523400782591548,0.13470533948724206,21,0.1788082472941251,false,0,0,0.5917642400490103,0.8146554307308952,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n296,true,0.6645973865328277,0.09846301150478987,5,0.6263972238175773,false,0,0,0.8005915768724349,0.9643617461007021,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n298,true,0.9632307178658601,0.8880338808145929,20,0.5131466045475478,false,0,0,0.7393387967091363,0.18964948509939872,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n303,false,0.5406847552369556,0.7301710506703919,0,0.5440629908993149,false,0,0,0.4998858768571014,0.27477636608940126,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n304,false,0.9566169392603296,0.8434882187217541,0,0.5745377208575055,false,0,0,0.27123604217644826,0.21603715254524536,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n310,true,0.4197795346744647,0.8605793607915232,12,0.936602429715639,false,0,0,0.781347433790037,0.31609045136358005,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n312,true,0.7056062701270714,0.8000433952979815,12,0.7327340111178894,false,0,0,0.9988678503165345,0.691717771930778,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n318,true,0.6509039083800278,0.783736948948722,21,0.6837514506476936,false,0,0,0.2500378459264053,0.9146250319355801,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n319,false,0.7739585578743888,0.4658527616831363,0,0.8248522664808253,true,0,0,0.9933720640411159,0.988098546339798,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n320,false,0.589502025728067,0.4012032368850221,0,0.6190612287858414,true,0,0,0.5079961581425656,0.8975811999743651,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n321,false,0.29380377815524983,0.5023463404857182,0,0.31115533792422745,true,0,0,0.8304068942793916,0.7606912606324014,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n327,true,0.31777879491265637,0.5807924495660153,20,0.18268979143832698,false,0,0,0.7695704903217012,0.2904050112541311,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n330,false,0.3904888779789284,0.43856292150926496,0,0.9723435809531518,true,0,0,0.4280630373666837,0.5353710074778175,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n340,false,0.5999486631439533,0.948278549798269,0,0.3680428696888063,true,0,0,0.4483976657426404,0.7636532274157157,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n342,false,0.19582498002809146,0.7634077444979369,0,0.25021510851270756,true,0,0,0.9356196841478165,0.7511415949052959,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n343,false,0.40505390573582783,0.43233088043925655,0,0.7291220446149632,true,0,0,0.976431633247089,0.06113313097869877,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n344,false,0.027861044039054206,0.5527920874174955,0,0.9998148739111907,false,0,0,0.34677360534108803,0.6743817016456501,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n346,true,0.8451712738128836,0.9791176756990163,11,0.7423889694145615,false,0,0,0.5093705653298282,0.6602368852275868,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n347,false,0.8085326879635829,0.632682433136781,0,0.5970132540912019,true,0,0,0.58776109488687,0.5646517967299367,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n351,false,0.2555268095867758,0.8901617251939202,0,0.4947919383737234,true,0,0,0.8542070097753521,0.9815293717078825,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n352,true,0.29817310598455543,0.4334055790522674,12,0.8611147788134412,false,0,0,0.45789987204447324,0.11956019073960633,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n354,false,0.0188548837145055,0.668595424810881,0,0.30129156153325387,true,0,0,0.9459590286325523,0.426399533026058,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n358,true,0.3474385331413603,0.6802601623967219,20,0.38813738952934673,false,0,0,0.33469054326754,0.6964118112998714,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n361,false,0.4746746289493795,0.8008553068222204,0,0.6005236469129647,false,0,0,0.6883694739697227,0.030363793666321692,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n363,true,0.4627469504946625,0.8053259933532031,12,0.34472074206626235,false,0,0,0.7434710926168718,0.7581516494768976,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n367,false,0.4178875861076094,0.8517571942570661,0,0.5556515852527386,false,0,0,0.9865315994844828,0.9708284653659234,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n368,true,0.6192313714436738,0.7154426109394939,20,0.697247557268492,false,0,0,0.6812223292834289,0.9256260228956888,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n373,false,0.1579456072490767,0.9366877908146429,0,0.6755615842659578,false,0,0,0.1577179400099863,0.8855242021171955,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n379,true,0.9041603372983186,0.5130704672357616,20,0.6309896304096835,false,0,0,0.6968884187088975,0.535705649845496,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n384,false,0.6959941674356508,0.5757061981319767,0,0.6970533154500762,true,0,0,0.6049531142902913,0.7464608049101253,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n386,false,0.7943445784863423,0.500778329717009,0,0.07112337257707635,true,0,0,0.6507146076301822,0.7711423417337029,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n390,true,0.42475398940702525,0.47075386619083204,21,0.440124597049481,false,0,0,0.8848528015767777,0.5053065385437747,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n392,true,0.18143505408045035,0.8983051797784143,21,0.5030690105977204,false,0,0,0.9548593811701591,0.8035106450825278,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n393,false,0.45036152773636684,0.940437250319046,0,0.2471976923593675,true,0,0,0.8841623228523828,0.6929680383601929,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n396,false,0.4696406653649773,0.03590053273847005,0,0.814445185645162,false,0,0,0.8943726968782092,0.45711439792059205,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n397,false,0.806990092312807,0.6982125851534147,0,0.12572448990274926,false,0,0,0.3205405424492265,0.5816309059396068,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n412,false,0.15306536059779263,0.8008382202162134,0,0.268115219854385,false,0,0,0.8547358396924076,0.6689785917003216,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n416,false,0.35808273814226865,0.7854477114385898,0,0.20586139338065262,true,0,0,0.9686453449831293,0.7989728962028576,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n430,true,0.7807551046177692,0.04635837545619759,5,0.40194227890752054,false,0,0,0.4702119759207518,0.5924572443277965,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n436,true,0.36068235378493907,0.8986040189190332,11,0.6531701129003141,false,0,0,0.521821806840281,0.9151743967340888,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n437,true,0.8105133853272973,0.5379119456350239,20,0.22024105392503418,false,0,0,0.872701321579172,0.38321540658347253,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n440,true,0.35786295612389873,0.44937645928691144,20,0.6387133807646126,false,0,0,0.9190923212644873,0.3965959291112886,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n441,true,0.9746916010601405,0.86748472185661,11,0.48493801908331136,false,0,0,0.9446740942870532,0.6999224118583574,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n442,false,0.6201782689175398,0.17974541341190775,0,0.22902866433126523,false,0,0,0.7790812954685471,0.9363341550207769,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n446,true,0.6727521166274392,0.48014340811622924,20,0.8753375098268905,false,0,0,0.8928064541411233,0.8758692465901821,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n447,false,0.351320302361046,0.5075219111077308,0,0.289846536098191,true,0,0,0.524739635057985,0.4167746448267445,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n449,false,0.9432174867344313,0.8095496355531727,0,0.541776308958573,true,0,0,0.9002908597112608,0.91449129364754,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n451,true,0.7714933223159189,0.37844904103008714,21,0.18332654059392983,false,0,0,0.5749215088935342,0.28595104870072074,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n452,false,0.694112389139836,0.0913127012149475,0,0.16624984681294253,false,0,0,0.7532957547532022,0.5099830483889101,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n455,true,0.9693791924102948,0.8159493678311774,18,0.18558383561005592,false,0,0,0.7939316914102212,0.8950417380678286,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n456,true,0.014855025010289347,0.30011330636809985,20,0.7623025097077458,false,0,0,0.602359130780638,0.9356976086202456,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n459,true,0.5141677865434514,0.7133978929954409,20,0.588605151112432,false,0,0,0.947607034829759,0.4345003334876794,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n464,false,0.5413629255231979,0.5223814426429341,0,0.17910585341216279,false,0,0,0.20323515122248081,0.8096486512945129,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n469,true,0.720606282465461,0.6615845157985878,20,0.8824489180765205,false,0,0,0.34380239998188933,0.4260361433279276,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n470,false,0.2847998642530112,0.47320084666835793,0,0.4710329709987834,true,0,0,0.6887826640408932,0.450690613274649,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n471,true,0.5840874897391306,0.42932437752076785,4,0.9338573503333049,false,0,0,0.6417006749578964,0.9623709017813507,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n473,true,0.6469044007224267,0.4984262435043876,21,0.20590466883812641,false,0,0,0.8767860435931003,0.14578240386880836,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n474,true,0.6722294549102278,0.6142069934606069,21,0.38802969970943535,false,0,0,0.4051255909958221,0.32692156003396733,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n477,false,0.47513922179045887,0.7383996487408452,0,0.1341012919107185,true,0,0,0.2462230120667379,0.8356816865056829,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n478,true,0.7091769436904358,0.5898446765413434,21,0.3560155887526215,false,0,0,0.9324013453162197,0.5521483471056507,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n483,true,0.675166679037316,0.14695458749332047,13,0.6875437719878407,false,0,0,0.5032203822276093,0.810140254624916,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n488,false,0.7885853274803011,0.9288925348505894,0,0.4506329849657651,false,0,0,0.9324125177066892,0.591647749512841,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n504,false,0.9531616300207166,0.7651181734291425,0,0.6245120667282703,true,0,0,0.9470910367762109,0.5384679524653625,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n510,false,0.19205293783382404,0.8085073592284542,0,0.38501420748738013,false,0,0,0.32403495213080835,0.002913120151211923,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n514,true,0.36236473247185375,0.6915983487567681,4,0.49997114584296554,false,0,0,0.9619032791438741,0.8613878642169289,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n518,false,0.4527940023566178,0.8621511718147618,0,0.7701792135445684,true,0,0,0.7990318622038347,0.35716659593719424,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n519,true,0.11647304948962145,0.7125295597707005,5,0.6995191491590332,false,0,0,0.5355881633208177,0.5368123670165103,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n520,false,0.8202389686814503,0.2819833593091186,0,0.41553284324862616,false,0,0,0.6375336139446042,0.8172903424254052,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n521,true,0.0998238010609287,0.6926165320686856,19,0.5964371679775691,false,0,0,0.5445322978848529,0.6041800748327657,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n524,false,0.8091780498998521,0.7966044040947973,0,0.6178126816813705,false,0,0,0.9702196914950837,0.2846418149069122,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n528,true,0.8964282054455661,0.8731981422394506,6,0.3547784097945463,false,0,0,0.6568808782533939,0.27509113368798965,null
