id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.08817796710668141,0.9922323020772527,12,true,382,0.9472860976472731,0.6028550284752923,0.8210145601746093,10,10,70
n1,false,0.22236457762086598,0.9966522231891299,13,true,301,0.14919330743399029,0.9094535244682278,0.4213458884465163,10,10,70
n2,false,0.2920918777721344,0.9919464675476297,13,true,303,0.43066122208906693,0.9422696338369462,0.4240774404555092,10,10,70
n3,false,0.061887899579103955,0.40037339838307157,12,true,1,0.764825981599405,0.08757674058528342,0.046257851306265474,10,10,70
n4,false,0.11483487687758664,0.9911882696091805,61,true,539,1.3188962523434886,0.9607193479704343,0.8528139722296116,10,10,70
n7,false,0.5691703307758188,0.9919291378923385,0,false,0,0.1429533874086856,0.40520106434701825,0.7003445425091919,10,10,70
n16,false,0.37713276642265453,0.9924320310569547,56,true,545,0.7480469016516115,0.376481863777836,0.44185615767510744,10,10,70
n21,false,0.25752990908099854,0.6891333051848053,13,true,23,0.4079698190629775,0.27186596928503826,0.9223107293591988,10,10,70
n23,true,0.013678310534916437,0.004262592081901859,64,true,383,1.0163849382428876,0.7466978188759218,0.7896369511991421,10,10,70
n39,false,0.044997898188973276,0.9909219155616006,13,true,527,1.234966328544899,0.7782430826405105,0.7624251969718981,10,10,70
n40,true,0.14322637806856972,0.440425043290257,11,true,21,0.6503288021211213,0.8114181526909208,0.9887679037518835,10,10,70
n41,false,0.503478565596553,0.990970384716546,0,true,760,1.2559066711373323,0.2573074521479279,0.6677965314844804,10,10,70
n47,true,0.18100751682533323,0.40874588398203654,12,true,156,0.10123537106631178,0.12588273446072745,0.7405578544068987,10,10,70
n56,false,0.3688699126514148,0.9952664089351628,13,true,680,1.2441063102804693,0.42128947921666793,0.9367010526385293,10,10,70
n59,true,0.6104136362324001,3.375997215232464E-4,11,false,0,0.4835339199105482,0.5351551074018047,0.5796523280945356,10,10,70
n61,true,0.05104260053381669,0.04554966167151641,66,true,51,0.8930449568143358,0.4302011761686884,0.17440608740042285,10,10,70
n62,false,0.2675114213341193,0.7664650928724479,13,true,4,0.10862047300034304,0.6106302570064441,0.5452084742322433,10,10,70
n63,true,0.012505611861469626,0.06913346068869673,11,true,28,0.9789759537293136,0.07726607764121896,0.6131572166901861,10,10,70
n64,false,0.0,0.9930648633272612,42,true,642,1.5213878041247713,0.23911967212093388,0.85432390732223,10,10,70
n65,false,0.478370379029316,0.7916116791296928,17,true,10,0.04365013609078264,0.02077059244391677,0.8255245408958769,10,10,70
n66,false,0.25958616622392205,0.9947306432305186,0,false,0,0.6582622811905778,0.3379634425203414,0.6734403364779661,10,10,70
n68,false,0.1675192821919731,0.9955142700364522,10,true,733,1.382105432529755,0.8161324319276959,0.37339257528610276,10,10,70
n69,true,0.04067020682322487,0.10329027794397347,57,true,37,1.1377937437711196,0.7477180728932112,0.7814427155340213,10,10,70
n70,false,0.07566035260009471,0.9903224113026301,61,true,680,1.0763695017099113,0.48473015094237,0.8802951846776769,10,10,70
n71,false,0.022210979213500775,0.04986736558506109,66,true,40,1.0547504169849005,0.7311734388275444,0.932929265226881,10,10,70
n80,false,0.0,0.9934785565151112,11,true,522,1.4576837875753954,0.5553522954262126,0.8670126114594419,10,10,70
n83,false,0.044246498995582584,0.9903812137912936,0,false,0,0.3168567296958947,0.4333939653381792,0.9119977516322,10,10,70
n84,false,0.7936220852544225,0.9912630554991892,0,true,760,1.523831091262124,0.3236436630748113,0.1953079002435812,10,10,70
n89,true,0.8001821448436512,3.6591029628800834E-4,18,false,0,0.2217330086887647,0.8465468982731714,0.7627196051486875,10,10,70
n91,true,0.0055121275146706354,0.03476975216477684,60,true,108,1.030123244875958,0.11567162129714598,0.6951715920795418,10,10,70
n92,true,0.5946006629947267,6.922216837491597E-4,17,true,736,0.20969901652807896,0.32796437458833816,0.653329839548965,10,10,70
n93,false,0.42183701490328906,0.9985568915634115,0,false,0,1.711222745386295,0.49641131424626556,0.5154085987952958,10,10,70
n94,false,0.015273116765632033,0.019094700904752394,69,true,79,1.1563852715753529,0.18597207908747776,0.06424061763816657,10,10,70
n99,true,0.0,0.0022052343581623443,44,true,579,0.33703271358813386,0.5461410506641152,0.6166194879609581,10,10,70
n102,true,0.08464608075867039,0.20020045869821415,12,true,90,0.6640646467482548,0.37781453449157004,0.4693761037107623,10,10,70
n104,false,0.0,0.9964977504373349,12,true,693,1.2651551048631928,0.377190598047897,0.5339899891708995,10,10,70
n109,false,0.09753507197521921,0.4450485160233155,69,true,30,0.795134734816424,0.5320635368425601,0.8782927437965802,10,10,70
n111,false,0.16977898708325762,0.2641660321581662,50,true,4,0.6159829247471645,0.8887944152128346,0.7529436141957361,10,10,70
n114,false,0.0,0.9980407766853121,12,true,526,0.7063823234756966,0.3836438637809039,0.41417179080215283,10,10,70
n122,false,0.14694568805818797,0.4943430792129898,12,true,9,0.5424911591863724,0.24485440208903447,0.8990359738040838,10,10,70
n123,true,0.29854768947045435,0.690972980184427,12,true,22,0.3295824108230944,0.1862987728681516,0.2099639845383749,10,10,70
n129,false,0.23248513880768318,0.9908190004072149,67,true,368,0.2129407931352164,0.8847768202122379,0.4498864019284522,10,10,70
n145,false,0.6624736018332678,0.9936899645964944,24,true,31,0.1202541624843992,0.20269764740439233,0.8895276581898852,10,10,70
n146,true,0.0,0.008149435000504994,12,true,442,0.27083254000455914,0.5163094537402535,0.21430462793831084,10,10,70
n147,false,0.6713862532714255,0.9911124884091792,55,true,671,0.20477132619017857,0.9322061379528224,0.9145393699848164,10,10,70
n150,true,0.11528113751434337,0.32734444406395485,65,true,17,0.7246906698165396,0.4429246917525085,0.6887758116249214,10,10,70
n155,true,0.4015455990150323,3.073255279584016E-4,14,false,0,0.014570787140256669,0.6393654606065189,0.36065207044592484,10,10,70
n161,false,0.07137122095642306,0.2218214802122971,21,true,28,0.8807069321510842,0.08934932305720966,0.4919738076706929,10,10,70
n172,true,0.11917737608228741,0.23893736670839605,12,true,37,0.7595441008782007,0.07230906938438186,0.5421584965803655,10,10,70
n175,false,0.21878346979717891,0.9962599879751292,13,true,757,0.7898299281323923,0.9276963537754568,0.6329920212428763,10,10,70
n176,true,0.0,0.0031022121389423733,59,true,446,0.7365559591556148,0.08319785833977622,0.4288100903821298,10,10,70
n177,false,0.01931853580033014,0.9902423554672601,12,true,677,1.7754971588420985,0.3844506572980633,0.6922771532871705,10,10,70
n179,true,0.3473161541609935,0.5424978893167776,12,true,35,0.30967042961083363,0.6248152381147107,0.07089742914398434,10,10,70
n181,false,0.9197687341176027,0.9904057406704264,0,false,0,0.5739599899729866,0.07992255201988774,0.7145624186881296,10,10,70
n185,false,0.02809320938286053,0.9903508510891603,0,false,0,1.3861245493438652,0.4363010773042283,0.5738391600213681,10,10,70
n186,false,0.40594564291667057,0.993491898109836,12,true,753,0.3988734956148396,0.7284015109279408,0.2754465425920353,10,10,70
n191,false,0.5508943789361114,0.992489421864421,0,false,0,1.5335730564730856,0.6206223556506492,0.7540053220441081,10,10,70
n196,true,0.07753142483083893,0.20382038921499684,12,true,19,0.8110197642369598,0.7424402413958197,0.6702804635478028,10,10,70
n197,false,0.6906243735392701,0.9995863873851741,50,true,659,0.5971852563581465,0.996176064132648,0.8245446530261962,10,10,70
n208,false,0.1256322607969331,0.31886228753631807,63,true,4,0.6789784834526723,0.4604118758103273,0.1503139465086209,10,10,70
n219,false,0.0,0.990775645562275,50,true,280,0.40796256394864033,0.5488242369425924,0.9220083189317673,10,10,70
n223,false,0.29765724312656383,0.9904152539640463,0,false,0,0.8122799526793238,0.22153114606401153,0.7717488218547264,10,10,70
n224,false,0.13454696448994402,0.5454879208754934,11,true,1,0.5515101183668533,0.11000819753255969,0.6555008825514693,10,10,70
n226,false,0.008921750636327885,0.03583030125983638,56,true,184,1.2151835961908817,0.2917667228564176,0.8204181854979344,10,10,70
n231,true,0.0,0.12145395611577701,12,true,183,0.2587614304036597,0.5931272972960051,0.5148038082183191,10,10,70
n237,false,0.0,0.9923933442857976,11,true,525,0.5899005901875234,0.3546157437712346,0.6025883237723072,10,10,70
n243,false,0.3166148899360939,0.9904500113513095,52,true,625,0.5366339448928896,0.6032447847434916,0.9797436734726347,10,10,70
n246,false,0.6639171010789664,0.9950552476722877,65,true,673,0.6578796924217171,0.7824999629057843,0.5048129351431538,10,10,70
n249,false,0.19706274835590298,0.9943164076918898,12,true,528,0.692280671983403,0.6581523376178218,0.8062571790914046,10,10,70
n251,false,0.49212982491125873,0.9922406912652869,0,true,760,0.5957801876666502,0.5842285461826207,0.7436943709555307,10,10,70
