id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,true,0.2960184368090784,0.588473089014267,12,true,19,0.4781194122603749,0.3628464671074013,0.6455732295904207,10,70
n1,true,0.04032627155458406,0.0806585732988698,63,true,35,0.9497617668235636,0.4570528230924069,0.8999150125494919,10,70
n2,true,0.027681632408327494,0.01907636003358843,12,false,0,0.5374024820390468,0.7729657330562716,0.8160092713852768,10,70
n3,false,0.18564739187783683,0.41507176058954676,66,true,5,0.5837788055830572,0.7789597624610383,0.5381711150946323,10,70
n4,false,0.7073996168301977,0.9980927355858609,58,true,13,0.0276552426907163,0.5303011516443598,0.6997948094869029,10,70
n6,true,0.665758938923933,0.898996346687111,50,true,22,0.14867513906777177,0.315396974792145,0.7138024152186844,10,70
n11,false,0.19426054238385243,0.5332285689406194,13,true,1,0.5898944105229782,0.9812884797750951,0.8495092756221551,10,70
n12,true,0.10832891200931824,0.31439108183350417,65,true,18,0.8349188989065556,0.21342482805668117,0.5951177038255787,10,70
n17,false,0.10211396519210195,0.2301837105852458,62,true,10,0.7943763433510633,0.020929876737081243,0.8681583095127362,10,70
n19,true,0.2100999864168489,0.026226249293764894,12,false,0,0.23367975226886256,0.21606024667835083,0.8340239808575194,10,70
n20,false,0.20359487923162287,0.35903202123864986,66,true,1,0.5889688287210633,0.41580978228441606,0.7020506404799869,10,70
n25,true,0.30202446531201216,0.777836473449806,12,true,18,0.3900408088174653,0.4641816007637185,0.9496568884271943,10,70
n31,true,0.3369567208010897,0.7308221694076277,66,true,8,0.12666131837711472,0.8300162551957111,0.40412380624371985,10,70
n32,false,0.05064807500148982,0.09510112622427157,61,true,1,0.9102147761337226,0.42839680360464066,0.6223987803408177,10,70
n33,false,0.003743702489703432,0.0337905618012466,46,true,8,1.0019943854936286,0.10779565123497614,0.8948549644180526,10,70
n34,true,0.08213781137748635,0.13060983217540845,62,true,19,0.8823571608400581,0.051838671018645144,0.9149752533131845,10,70
n35,false,0.2184179999936363,0.5482349891429301,12,true,6,0.5759632880308329,0.6870037984201549,0.632636745149695,10,70
n36,true,0.7643128786025715,0.025228709915657923,12,false,0,0.8823619915283301,0.479188183481811,0.7032489989474611,10,70
n39,true,0.15659847576967376,0.3174799898429545,66,true,12,0.6297909146129147,0.22353296064154116,0.8110306503622121,10,70
n41,true,0.29859649877655353,0.7175016381509818,12,true,13,0.2853576570631626,0.9224477209378816,0.8907669281899093,10,70
n42,false,0.4730258372128505,0.9921695555915276,12,true,23,0.12422522092410422,0.8951004455489098,0.8723740083037019,10,70
n43,true,0.20513832684432054,0.5729920258115051,12,true,14,0.5780749455924682,0.5082614215938344,0.7359823219522287,10,70
n46,false,0.1849835069048849,0.4336134887696114,12,true,10,0.6190603892703918,0.9250093704279778,0.7953053864597563,10,70
n48,true,0.23992949601884817,0.7666155763675564,70,true,32,0.5482476811243234,0.24553834442562106,0.8944178899178998,10,70
n49,true,0.03160440104889761,0.012598053995219566,13,false,0,0.6379081518024071,0.31779761521489414,0.39746951742310954,10,70
n52,false,0.46738538950083874,0.9988646201278734,12,true,229,0.24201751111810177,0.9589599761713969,0.7142663605778214,10,70
n58,false,0.05387464401575061,0.26596678597295415,61,true,9,0.89195982779605,0.2978019957629162,0.9848180182669172,10,70
n60,true,0.10553798995141979,0.2613717649607013,65,true,7,0.7797477242820933,0.3574866391543763,0.6838521608202945,10,70
n64,true,0.2432550029040042,0.44973781197998935,12,true,23,0.5531941048648256,0.2743587204058768,0.7249967547277703,10,70
