id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,true,0.1380456752358447,0.8522575393874656,13,0.9280836955473506,false,0,0,0.5793053587704201,0.37756487085512414,10,10,70,50,null
n1,false,0.997688027504733,0.5730243560256765,0,0.4459737642454408,false,50,0,0.03905042327212854,0.3842904396946418,10,10,70,50,null
n2,false,0.9972303699106573,0.6151764891648718,0,0.14855495484788345,false,50,0,0.7976373479341581,0.982062132730029,10,10,70,50,null
n3,false,0.9968793402238841,0.7425965241364508,0,0.8049666021629602,false,0,0,0.4227248968544832,0.17470280232951496,10,10,70,50,null
n5,true,0.9135383918525829,0.4572386741210238,14,0.7032458876051966,false,1,2,0.9068630782993046,0.6671136827560897,10,10,70,50,null
n8,false,0.9993966082600522,0.2550370820089094,0,0.6554164756688116,false,50,0,0.5027530404013703,0.8019244340307868,10,10,70,50,null
n9,true,0.8396590010531231,0.9125661938878638,19,0.39780936767184016,false,0,0,0.39602575452250977,0.7105669735748401,10,10,70,50,null
n17,true,0.0782865930452709,0.653513844775043,14,0.41120483185184786,false,0,1,0.24946058504396074,0.6655895448081305,10,10,70,50,null
n18,true,0.44640723182598946,0.5365077449519862,13,0.14857094559279616,false,0,0,0.005169641482166365,0.5177864616072928,10,10,70,50,null
n20,false,0.9950935792359852,0.6224438650971715,0,0.25785189522041074,false,50,0,0.2454871859153615,0.5956168886788209,10,10,70,50,null
n21,true,0.9488039751148669,0.9223022700770473,20,0.18128625826081401,false,0,0,0.44523515776556255,0.31230386589571196,10,10,70,50,null
n23,true,0.8022986907045893,0.992813826140007,20,0.595421343479938,false,0,0,0.7752553585675259,0.7800692943931058,10,10,70,50,null
n28,true,0.4050902570722578,0.6572834358980342,14,0.8307599843986684,false,0,1,0.622400959231169,0.6421905648105011,10,10,70,50,null
n31,true,0.24925014666720796,0.7139513287901296,20,0.4669935202264844,false,0,0,0.486717440665027,0.9342788272536082,10,10,70,50,null
n38,false,0.99521554746783,0.8354506669366316,0,0.10277783082892183,false,0,0,0.7319423079986486,0.9622132151507817,10,10,70,50,null
n42,true,0.9011007832357857,0.6946913239907967,21,0.278993391647257,false,0,0,0.5629259110442592,0.28915724282858873,10,10,70,50,null
n43,true,0.3430706246875738,0.7299473729599061,20,0.495137699709391,false,0,0,0.4923751899057539,0.5829675804532803,10,10,70,50,null
n46,true,0.4110721550519635,0.6546769397250906,19,0.008658604416186655,false,0,0,0.7971759840076851,0.9894659056660472,10,10,70,50,null
n47,true,0.18254997768807296,0.6307870370471713,20,0.7100593087196541,false,0,0,0.15443350170741704,0.5858832304527243,10,10,70,50,null
n50,false,0.9973330790398548,0.5886290171915409,0,0.5974685986307365,false,50,1,0.6544262370882016,0.7745932126216161,10,10,70,50,null
n51,true,0.03976654685488698,0.5476435260444152,14,0.1587531043769297,false,0,1,0.8236000573628619,0.36878031396847466,10,10,70,50,null
n52,true,0.3107890101088866,0.7851844545108306,17,0.583130201420908,false,0,1,0.7588062810758404,0.4979576214539316,10,10,70,50,null
n55,true,0.19947745726664923,0.6580706381485273,19,0.7846489753754944,false,0,0,0.3863874717368837,0.5843628801253724,10,10,70,50,null
n57,false,0.9990923977250036,0.8457736694756554,0,0.48880673945262987,false,0,0,0.14392916802385736,0.6387078015835427,10,10,70,50,null
n58,true,0.9410536690793647,0.5852793591192635,19,0.43703954854842014,false,0,0,0.24416505707742114,0.7803279735228563,10,10,70,50,null
n64,false,0.996876385636397,0.7078673363527402,0,0.39842632127722355,false,50,2,0.1576694336144842,0.7363742608824343,10,10,70,50,null
n66,false,0.9992685601333204,0.9936873601770462,0,0.025742655882094567,false,50,0,0.7653715209350139,0.08646550223685745,10,10,70,50,null
n68,true,0.4741497729105835,0.5182399200129626,22,0.2741297397401612,false,0,0,0.5992023587221541,0.5997948860907663,10,10,70,50,null
n69,true,0.6230502178578129,0.44994193384614306,20,0.11135613932786753,false,1,2,0.6607471704115164,0.11462041108797821,10,10,70,50,null
n76,true,0.7915971459443468,0.8805572029046469,13,0.770423527086869,false,0,0,0.4588354285473669,0.026680268650858374,10,10,70,50,null
n77,true,0.5141380232861514,0.6437421849171184,19,0.2846795351133999,false,0,0,0.5844890293994609,0.7130556418003403,10,10,70,50,null
n78,true,0.9873933340389107,0.7117316806520636,20,0.1455646058292035,false,50,1,0.6157547689044532,0.1899328084002424,10,10,70,50,null
n87,false,0.9989364041517235,0.5857385781162894,0,0.7736421919841077,false,50,1,0.14401341165473003,0.5989381991797044,10,10,70,50,null
n88,true,0.6324865396512998,0.6885339012502473,16,0.9705199718715534,false,0,1,0.5356851153556406,0.189333077179548,10,10,70,50,null
n89,false,0.9991546064832252,0.7595625709398591,0,0.11037202243699851,false,0,0,0.17069933806486826,0.7938472851773473,10,10,70,50,null
n96,false,0.9975310767589677,0.9176367607317204,0,0.7737022422594353,false,0,0,0.5748211478824367,0.9986925058065136,10,10,70,50,null
n97,true,0.5698293425668195,0.7223773153234576,19,0.8934945185092278,false,0,0,0.30722566551457325,0.9993037417508049,10,10,70,50,null
n100,true,0.5472726459589685,0.8041990164416273,19,0.8776997326230251,false,0,0,0.7847144734419176,0.4839656150964538,10,10,70,50,null
n101,false,0.9992836010033821,0.5966440532307881,0,0.666675455349281,false,0,0,0.7932713253048154,0.7169594910171317,10,10,70,50,null
n105,false,0.9959132929684442,0.6868343189223657,0,0.5006870654707894,false,50,0,0.3383276397887734,0.584038293858861,10,10,70,50,null
n108,false,0.9997761549243085,0.9073784699534905,0,0.8489069782493894,false,0,0,0.17847480461525084,0.11434596943124703,10,10,70,50,null
n112,true,0.4665629774263347,0.716917647705837,21,0.4430480260875542,false,0,0,0.8680834970506333,0.40705824924804196,10,10,70,50,null
n121,true,0.21460957360372285,0.9884239690443346,14,0.9763661192279305,false,0,0,0.39692260219947384,0.4739461168706075,10,10,70,50,null
n127,true,0.011021225503053955,0.47766627047137555,20,0.13490538526102708,false,0,0,0.753580817268109,0.7664057871950758,10,10,70,50,null
n128,true,0.21859649639087103,0.7039112487733779,13,0.6868770795894988,false,0,1,0.8028081260612278,0.7265664425319524,10,10,70,50,null
n138,true,0.5709243387300642,0.9072780440455563,12,0.7194292471167215,false,0,0,0.47739973076143005,0.6838720945949935,10,10,70,50,null
n143,true,0.019611121774000484,0.71877450230354,12,0.8018211772114832,false,0,0,0.6875836004493774,0.9945256803805648,10,10,70,50,null
