id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
n0,true,0.9959378041994156,0.746446853383712,0,0.0,false,11,22,0.4980477120012749,0.4450878813640151,null
n1,true,0.5224185813728933,0.7542458758323816,0,0.0,false,7,15,0.24486701391518495,0.219915457707192,null
n2,true,2.235910811265123E-9,0.8003528173131926,0,0.0,false,13,26,0.4121270694795848,0.8972759475418117,null
n3,true,4.6691821160084845E-14,0.734053548110419,0,0.0,false,5,11,0.5144337102074323,0.07595471670217813,null
n4,true,0.9958953999711039,0.7797815630082817,0,0.0,false,107,20,0.3302299236162659,0.840575071327416,null
n6,true,1.2848848559246833E-10,0.8436641981430812,0,0.0,false,14,23,0.8462237315786152,0.7929599181749184,null
n9,true,6.569616984501462E-19,0.3467547303406848,0,0.0,false,5,11,0.6984883332339332,0.36557837127056514,null
n10,true,4.6317678161610655E-15,0.6052875139547479,0,0.0,false,7,15,0.6179265606682179,0.4620361204540254,null
n12,false,0.9969148331604505,0.46931172469547855,0,0.0,false,103,6,0.08411280914527236,0.5597288968719627,null
n13,false,0.9978616154941321,0.770227106546004,0,0.0,false,105,11,0.032908705347140965,0.05722521380729462,null
n15,true,6.479660114547805E-21,0.7453848249619409,0,0.0,false,10,21,0.3777788934913462,0.8952486235541306,null
n19,true,2.754083840871646E-12,0.8660997797776264,0,0.0,false,10,20,0.025086569532347502,0.8345130043941151,null
n23,true,0.9998747460385761,0.6869305902518238,0,0.0,false,102,124,0.7357288745401944,0.6071228680604048,null
n26,true,1.9864280525735288E-13,0.7283967725978981,0,0.0,false,103,16,0.8628953556936059,0.5069426793701881,null
n29,true,0.9996256110694334,0.6845589457431854,0,0.0,false,102,6,0.5402437750472555,0.7207749337085737,null
n35,true,0.9993927834982076,0.9640997661167149,0,0.0,false,102,7,0.06949560417371914,0.36943808839464876,null
n36,true,0.9974503899908516,0.6715736316996999,0,0.0,false,7,14,0.47895824116147556,0.47494003247339733,null
n37,true,1.1948187773782277E-18,0.594046994672088,0,0.0,false,105,11,0.22258278951592947,0.9176479534733712,null
n39,true,5.634079368239867E-6,0.8209471485134687,0,0.0,false,106,17,0.6282187731189162,0.8741847330930175,null
n45,true,7.753947412517551E-16,0.5217542564532285,0,0.0,false,7,15,0.5718414816600195,0.5195569796655163,null
n46,true,7.606160888941214E-20,0.5737464924266803,0,0.0,false,8,16,0.4548321788886257,0.8787689766806486,null
n47,true,1.3669488165874993E-10,0.6467698614541888,0,0.0,false,8,16,0.2790971915137339,0.9147152123803776,null
n49,true,7.866130968487599E-15,0.7182334817296608,0,0.0,false,6,12,0.3207904885745507,0.863332926291588,null
n51,true,0.999628839087734,0.9004304758613412,0,0.0,false,74,24,0.6206798048686,0.9598607358584166,null
n52,false,5.909214530463633E-5,0.9219078914931441,0,0.0,false,102,12,0.8720173555187944,0.708859716393244,null
n58,true,0.9962367724186323,0.8370395112446256,0,0.0,false,104,11,0.699463614448839,0.7601824542617892,null
n59,true,6.024472620241998E-10,0.6185075822701207,0,0.0,false,21,25,0.5919149350998865,0.7381795607166244,null
n64,true,2.114682755607822E-14,0.8627838671146082,0,0.0,false,12,24,0.2614899722221703,0.5418666380998519,null
n67,true,1.697838138212958E-26,0.7525473943077142,0,0.0,false,8,16,0.021360505115272044,0.7511076302345607,null
n68,true,1.725270580105887E-9,0.6056263970466423,0,0.0,false,9,18,0.8131209013927272,0.9862876073582021,null
n69,true,0.009462668704054964,0.7819191357609885,0,0.0,false,7,15,0.4257922805828066,0.6335859706586742,null
n71,true,0.9994446843359058,0.6019920881467663,0,0.0,false,104,10,0.6485719021125951,0.8363772244808029,null
n72,true,0.9952495338167051,0.4016578214052143,0,0.0,false,107,19,0.4045720711987209,0.8469634725853292,null
n74,true,6.128418924547236E-7,0.7165103715753426,0,0.0,false,107,15,0.8197373010256191,0.6788876601211308,null
n78,true,4.6810975845788034E-15,0.478712513319442,0,0.0,false,9,18,0.2258361918839898,0.7734101928362666,null
n79,true,0.014524028389090659,0.6004096181639694,0,0.0,false,14,28,0.6880535316605382,0.665956948103032,null
n81,true,1.4397280738927513E-25,0.7321933938818199,0,0.0,false,23,23,0.5630282546801822,0.6280536178651954,null
n82,true,7.297353488830868E-8,0.8239474237372855,0,0.0,false,11,22,0.6889322255465605,0.4020031721611733,null
n83,true,0.9978017131774312,0.8274306941219414,0,0.0,false,13,27,0.4908958719341064,0.868974993855191,null
n85,true,7.767381286106597E-11,0.8494161868308792,0,0.0,false,11,19,0.6238893474039446,0.9154262457538457,null
n90,false,0.9954390337786985,0.7502804335674818,0,0.0,false,104,8,0.4070440752599414,0.5711136415716164,null
n93,true,0.9997098681875991,0.8819623536357968,0,0.0,false,105,13,0.4505259966868007,0.3229522084554141,null
n97,true,0.9995762614239783,0.8468264141597353,0,0.0,false,102,7,0.6719920068839608,0.12407681276434118,null
n98,true,7.992326642548857E-4,0.7892489926504942,0,0.0,false,107,23,0.8036535307374775,0.4898919017265134,null
