id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
n0,true,0.7693742878458987,0.746446853383712,12,0.0,false,0,0,0.4980477120012749,0.4450878813640151,null
n1,true,0.1445360415885815,0.7542458758323816,13,0.0,false,1,3,0.24486701391518495,0.219915457707192,null
n2,true,0.5744649948426428,0.8003528173131926,14,0.0,false,2,4,0.4121270694795848,0.8972759475418117,null
n3,true,0.00728933703105975,0.734053548110419,11,0.0,false,0,1,0.5144337102074323,0.07595471670217813,null
n4,true,0.8424270162034311,0.7797815630082817,19,0.0,false,0,0,0.3302299236162659,0.840575071327416,null
n6,true,0.4747145320839053,0.8436641981430812,12,0.0,false,3,1,0.8462237315786152,0.7929599181749184,null
n9,false,0.9981414164099184,0.3467547303406848,0,0.0,false,0,0,0.6984883332339332,0.36557837127056514,null
n10,true,0.41790076815079363,0.6052875139547479,12,0.0,false,0,1,0.6179265606682179,0.4620361204540254,null
n12,false,0.9984114023861982,0.46931172469547855,0,0.0,false,100,0,0.08411280914527236,0.5597288968719627,null
n13,false,0.9988600261531158,0.770227106546004,0,0.0,false,100,1,0.032908705347140965,0.05722521380729462,null
n15,true,0.10777737910675957,0.7453848249619409,11,0.0,false,0,1,0.3777788934913462,0.8952486235541306,null
n19,true,0.5584650940150182,0.8660997797776264,11,0.0,false,2,4,0.025086569532347502,0.8345130043941151,null
n23,true,0.9590481740613661,0.6869305902518238,0,0.0,false,48,96,0.7357288745401944,0.6071228680604048,null
n26,true,1.352364470199345E-4,0.7283967725978981,4,0.0,false,1,2,0.8628953556936059,0.5069426793701881,null
n29,true,3.1392694695612926E-6,0.6845589457431854,5,0.0,false,0,0,0.5402437750472555,0.7207749337085737,null
n35,false,0.9954156479280345,0.9640997661167149,0,0.0,false,100,2,0.06949560417371914,0.36943808839464876,null
n36,true,0.3776390043632446,0.6715736316996999,11,0.0,false,0,0,0.47895824116147556,0.47494003247339733,null
n37,false,0.9962508147030046,0.594046994672088,0,0.0,false,100,0,0.22258278951592947,0.9176479534733712,null
n39,true,0.9872358056912979,0.8209471485134687,12,0.0,false,0,1,0.6282187731189162,0.8741847330930175,null
n45,true,0.5111121952106356,0.5217542564532285,14,0.0,false,0,1,0.5718414816600195,0.5195569796655163,null
n46,true,0.12358340315619132,0.5737464924266803,12,0.0,false,0,0,0.4548321788886257,0.8787689766806486,null
n47,true,0.49928441633480164,0.6467698614541888,12,0.0,false,0,0,0.2790971915137339,0.9147152123803776,null
n49,true,0.22845388517124868,0.7182334817296608,12,0.0,false,0,0,0.3207904885745507,0.863332926291588,null
n51,true,0.13589517477261442,0.9004304758613412,11,0.0,false,2,4,0.6206798048686,0.9598607358584166,null
n52,true,0.6453275315655591,0.9219078914931441,12,0.0,false,0,1,0.8720173555187944,0.708859716393244,null
n58,false,0.997133833984785,0.8370395112446256,0,0.0,false,100,2,0.699463614448839,0.7601824542617892,null
n59,true,0.3606521096699845,0.6185075822701207,11,0.0,false,9,1,0.5919149350998865,0.7381795607166244,null
n64,true,0.012921324958018685,0.8627838671146082,11,0.0,false,2,4,0.2614899722221703,0.5418666380998519,null
n67,true,0.13473564087852063,0.7525473943077142,12,0.0,false,1,2,0.021360505115272044,0.7511076302345607,null
n68,true,0.6191425899157215,0.6056263970466423,11,0.0,false,0,0,0.8131209013927272,0.9862876073582021,null
n69,true,0.8935567453982369,0.7819191357609885,11,0.0,false,2,5,0.4257922805828066,0.6335859706586742,null
n71,true,0.9957660421643129,0.6019920881467663,0,0.0,false,100,2,0.6485719021125951,0.8363772244808029,null
n72,true,0.9878622724013618,0.4016578214052143,12,0.0,false,1,3,0.4045720711987209,0.8469634725853292,null
n74,true,0.9019183741944378,0.7165103715753426,13,0.0,false,100,1,0.8197373010256191,0.6788876601211308,null
n78,true,2.429230122311682E-4,0.478712513319442,11,0.0,false,0,0,0.2258361918839898,0.7734101928362666,null
n79,true,0.5657950240394661,0.6004096181639694,12,0.0,false,0,0,0.6880535316605382,0.665956948103032,null
n81,true,0.8221621315281085,0.7321933938818199,12,0.0,false,12,1,0.5630282546801822,0.6280536178651954,null
n82,true,0.8490204405802118,0.8239474237372855,11,0.0,false,1,2,0.6889322255465605,0.4020031721611733,null
n83,true,0.7845133498803111,0.8274306941219414,11,0.0,false,1,3,0.4908958719341064,0.868974993855191,null
n85,true,0.5388102751343071,0.8494161868308792,12,0.0,false,3,3,0.6238893474039446,0.9154262457538457,null
n90,true,0.9964350205230132,0.7502804335674818,0,0.0,false,100,1,0.4070440752599414,0.5711136415716164,null
n93,false,0.9955323344255721,0.8819623536357968,0,0.0,false,100,2,0.4505259966868007,0.3229522084554141,null
n97,false,0.999976191906169,0.8468264141597353,0,0.0,false,101,4,0.6719920068839608,0.12407681276434118,null
n98,true,0.5324392108074233,0.7892489926504942,11,0.0,false,0,1,0.8036535307374775,0.4898919017265134,null
n99,false,0.9952427873800934,0.784486263677895,0,0.0,false,0,0,0.2979643236552203,0.2466145981396456,null
n101,true,0.9978441681508974,0.8403535645869011,0,0.0,false,93,2,0.5713281795027747,0.4819985926331248,null
n104,true,0.1912708243355421,0.5570383213103326,12,0.0,false,1,1,0.8082102153706929,0.7304395123141707,null
n106,true,0.19947225404782706,0.7207330921892959,14,0.0,false,0,0,0.705003003418724,0.21054606519202523,null
n108,true,0.854228267970901,0.6064492377102099,13,0.0,false,0,1,0.5514673522817798,0.57545959427789,null
n109,true,0.7457874769594348,0.2402020479086055,12,0.0,false,0,1,0.6475046204579276,0.979370823659142,null
n110,false,0.9996782422371555,0.9039722062269651,0,0.0,false,100,1,0.07690915151162742,0.7440791260259967,null
n112,true,0.08928353296105176,0.40834798267359884,13,0.0,false,1,1,0.395647616894663,0.5891533792028143,null
n113,true,0.016970494629065195,0.691971859770808,11,0.0,false,6,5,0.4929503034386753,0.6472497122110819,null
n114,true,0.23232325891649924,0.5933455374211352,13,0.0,false,0,0,0.5688326549002459,0.2756575275402212,null
n115,true,0.7269466070958438,0.3888643439595747,11,0.0,false,0,1,0.8846642058732026,0.5237067581714819,null
n117,true,0.5704944062160617,0.7167310756316366,11,0.0,false,0,0,0.863532584356759,0.768552444625526,null
n121,true,0.9978277650637187,0.6036293520550661,0,0.0,false,101,4,0.1497983521568953,0.7592657863730822,null
n124,true,0.001548336184653067,0.6338508720290849,11,0.0,false,1,2,0.39767122810870925,0.9101305824456051,null
n127,true,0.9853295838557716,0.9334767532152317,16,0.0,false,0,0,0.598427768080452,0.8086141808077997,null
n130,false,0.9967192455225257,0.7382616363824968,0,0.0,true,50,2,0.7959584898293577,0.5458505287557109,null
n136,false,0.9967612098681742,0.5939075681502801,0,0.0,false,100,0,0.3344253746917968,0.4609477386316378,null
n137,false,0.9999503217799751,0.7246796747413721,0,0.0,false,100,0,0.7787183713553759,0.7778141439083079,null
n139,true,0.7779336580852908,0.7335778942691583,13,0.0,false,0,0,0.5661933212431788,0.8512187503031523,null
n141,true,9.354879846502548E-5,0.6781016754125846,11,0.0,false,1,2,0.43196456512351344,0.8608105690972766,null
n148,true,0.43485569979626576,0.6152142051220261,16,0.0,false,1,2,0.9651445960508905,0.6299370951628419,null
n150,true,0.14749847625637996,0.7131649234345382,12,0.0,false,0,1,0.9404931917302273,0.7035212465165157,null
n151,false,0.9952755177769499,0.868087879135263,0,0.0,false,100,2,0.7909549863827744,0.4226321701482397,null
n153,true,0.4650777476090001,0.6336238190059695,19,0.0,false,0,0,0.025628627299344453,0.42343227646712445,null
n154,true,6.271167992106297E-4,0.9706319061825381,15,0.0,false,1,3,0.7166176687815751,0.9811283071950951,null
n157,true,0.9792871588258945,0.595932966176092,11,0.0,false,100,1,0.7033557246743999,0.7510697078820116,null
n158,true,0.41609382253110344,0.7645508254541954,12,0.0,false,0,0,0.7162644704045361,0.8835703650000867,null
n161,true,0.9990680233589255,0.47226567897086125,0,0.0,false,5,2,0.1316710752103265,0.9050095587403939,null
n163,true,0.1047681359865507,0.7489135928971173,14,0.0,false,0,1,0.2140690776486167,0.15869644037489644,null
n167,false,0.9979277594716803,0.7375754386740828,0,0.0,false,100,1,0.6192302946389512,0.6238976391553575,null
n168,false,0.9957166997959662,0.6088493408210847,0,0.0,false,100,2,0.46741760078626593,0.5194599134568705,null
n170,true,0.529109708035261,0.7177189936837826,12,0.0,false,11,1,0.8126986984193354,0.9111360767679508,null
n172,true,0.9727187108119386,0.9315584112436645,13,0.0,false,0,0,0.261493446183713,0.8071011366034051,null
n174,false,0.9963214061665765,0.5573829530321894,0,0.0,false,100,1,0.4349774000994868,0.7954005562218402,null
n176,true,0.7078244646367784,0.7503582318946748,12,0.0,false,0,0,0.9957121331025487,0.8117237950892882,null
n178,true,0.9223704003881693,0.540409132455768,13,0.0,false,40,2,0.6344599719639775,0.9109360853305051,null
n183,true,0.11144458761518039,0.6997947466643422,12,0.0,false,1,3,0.5753104580692182,0.2667815776694297,null
n186,true,0.1813639578466792,0.801810552382351,12,0.0,false,1,3,0.6914646955048919,0.8676621105005713,null
n187,true,0.812176936551692,0.7299725820402092,11,0.0,false,1,1,0.9435075854724065,0.996479824120139,null
n192,true,0.08344128247331645,0.795564820313654,12,0.0,false,0,0,0.4194008206841798,0.15705770993806306,null
n195,true,0.2630682265000087,0.6506248331743213,12,0.0,false,0,0,0.767920293123665,0.661759117331954,null
n197,true,0.997516962431119,0.7578298016468364,0,0.0,false,1,3,0.2952218585253107,0.6123248704876079,null
